@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5195, 14.1256, 1.3591, 0.9143, 73.074, 0.0, 10.4001, 0.0, 0.0, positive
1.5161, 15.2486, 1.5071, 1.111, 73.4915, 0.0, 8.4924, 0.0, 0.0, positive
1.5135, 16.6604, 0.2355, 0.7632, 74.5323, 0.0, 7.6416, 0.0, 0.0, positive
1.5192, 14.1582, 0.0, 2.0533, 72.7569, 0.0, 10.8935, 0.0, 0.0, positive
1.518, 14.4371, 2.0809, 1.404, 72.761, 0.0, 9.1955, 0.0, 0.0, positive
1.5195, 14.0816, 1.4967, 0.9502, 73.0331, 0.0, 10.3172, 0.0, 0.0, positive
1.514, 16.4273, 0.0, 0.4151, 74.7572, 0.0, 8.191, 0.0, 0.0, positive
1.5125, 16.8066, 0.4054, 0.5484, 74.8939, 0.0, 7.1426, 0.0, 0.0, positive
1.5195, 14.0515, 1.5907, 0.9747, 73.0051, 0.0, 10.2606, 0.0, 0.0, positive
1.5167, 15.672, 0.559, 1.3427, 73.3266, 0.0, 9.0092, 0.0, 0.0, positive
1.5194, 13.8031, 2.4096, 1.2134, 72.7353, 0.0, 9.7535, 0.0, 0.0, positive
1.5143, 14.5339, 1.526, 1.5842, 74.0867, 0.0, 8.1227, 0.0, 0.0, positive
1.5191, 14.0181, 2.1226, 1.6201, 72.4104, 0.0, 9.7188, 0.0, 0.0, positive
1.519, 14.3662, 1.7975, 1.6273, 72.4166, 0.0, 9.7111, 0.0, 0.0, positive
1.5167, 15.0039, 1.6801, 1.1993, 73.2712, 0.0, 8.7044, 0.0, 0.0, positive
1.519, 14.1371, 2.1692, 1.5857, 72.3868, 0.0, 9.624, 0.0, 0.0, positive
1.519, 14.0526, 2.3063, 1.5704, 72.3758, 0.0, 9.5919, 0.0, 0.0, positive
1.5195, 14.0604, 1.5627, 0.9674, 73.0134, 0.0, 10.2774, 0.0, 0.0, positive
1.5191, 14.0105, 2.2473, 1.5925, 72.3911, 0.0, 9.6503, 0.0, 0.0, positive
1.5191, 14.4107, 0.2429, 1.982, 72.6639, 0.0, 10.5942, 0.0, 0.0, positive
1.518, 14.07, 2.2782, 1.5573, 72.7414, 0.0, 9.2343, 0.0, 0.0, positive
1.5192, 13.9222, 2.3971, 1.4219, 72.5158, 0.0, 9.645, 0.0, 0.0, positive
1.516, 14.2029, 2.0628, 1.5498, 73.4671, 0.0, 8.5748, 0.0, 0.0, positive
1.5174, 14.7096, 1.8882, 1.3056, 73.0063, 0.0, 8.9594, 0.0, 0.0, positive
1.5194, 13.7991, 2.4101, 1.2065, 72.7426, 0.0, 9.7571, 0.0, 0.0, positive
1.5192, 14.1637, 1.6964, 1.2709, 72.6906, 0.0, 10.0497, 0.0, 0.0, positive
1.5194, 13.826, 2.2954, 1.1586, 72.7956, 0.0, 9.836, 0.0, 0.0, positive
1.5179, 14.0752, 2.2697, 1.557, 72.7701, 0.0, 9.2082, 0.0, 0.0, positive
1.5196, 14.2209, 1.061, 0.8365, 73.1626, 0.0, 10.5796, 0.0, 0.0, positive
1.5192, 14.1037, 1.9527, 1.3784, 72.5716, 0.0, 9.873, 0.0, 0.0, positive
1.5132, 16.7577, 0.2036, 0.7062, 74.651, 0.0, 7.5069, 0.0, 0.0, positive
1.5192, 14.1419, 0.0415, 2.0753, 72.7392, 0.0, 10.8661, 0.0, 0.0, positive
1.5116, 16.6463, 0.429, 0.6362, 75.1976, 0.0, 6.8791, 0.0, 0.0, positive
1.5196, 14.2622, 0.9319, 0.8028, 73.2009, 0.0, 10.6574, 0.0, 0.0, positive
1.516, 14.6984, 1.259, 1.6404, 73.517, 0.0, 8.7777, 0.0, 0.0, positive
1.5195, 14.3908, 0.7251, 0.8636, 73.1414, 0.0, 10.7192, 0.0, 0.0, positive
1.5194, 13.8047, 2.3899, 1.196, 72.7578, 0.0, 9.7687, 0.0, 0.0, positive
1.5189, 14.8444, 0.982, 1.6729, 72.5304, 0.0, 9.9267, 0.0, 0.0, positive
1.5194, 13.9711, 1.8419, 1.0403, 72.9304, 0.0, 10.1092, 0.0, 0.0, positive
1.5192, 14.0695, 0.5278, 1.8934, 72.7437, 0.0, 10.6404, 0.0, 0.0, positive
1.5112, 17.365, 0.01, 0.3449, 75.399, 0.0, 6.6589, 0.0, 0.0, positive
1.5175, 14.1056, 2.2206, 1.5553, 72.9357, 0.0, 9.0578, 0.0, 0.0, positive
1.5191, 14.3803, 0.2148, 1.9946, 72.6726, 0.0, 10.6279, 0.0, 0.0, positive
1.5196, 14.2313, 1.0285, 0.828, 73.1722, 0.0, 10.5992, 0.0, 0.0, positive
1.5156, 15.9127, 0.0, 0.455, 74.4046, 0.0, 9.0257, 0.0, 0.0, positive
1.5191, 14.3177, 0.1569, 2.0206, 72.6905, 0.0, 10.6974, 0.0, 0.0, positive
1.5143, 14.532, 1.5291, 1.5835, 74.0933, 0.0, 8.1151, 0.0, 0.0, positive
1.5197, 14.5316, 0.0, 0.6667, 73.4263, 0.0, 11.1956, 0.0, 0.0, positive
1.5155, 15.4922, 1.2676, 0.7869, 74.0175, 0.0, 8.2863, 0.0, 0.0, positive
1.519, 14.0662, 2.2841, 1.5729, 72.3776, 0.0, 9.5971, 0.0, 0.0, positive
1.5141, 14.3544, 1.4222, 1.6401, 74.2154, 0.0, 8.1974, 0.0, 0.0, positive
1.5179, 14.0773, 2.2664, 1.5569, 72.7812, 0.0, 9.1981, 0.0, 0.0, positive
1.5193, 13.8976, 1.6818, 1.4617, 72.7544, 0.0, 10.1048, 0.0, 0.0, positive
1.5189, 14.8903, 0.9198, 1.694, 72.5204, 0.0, 9.9336, 0.0, 0.0, positive
1.5191, 14.23, 0.0757, 2.0569, 72.7155, 0.0, 10.7946, 0.0, 0.0, positive
1.5193, 13.8387, 2.0777, 1.3135, 72.7581, 0.0, 9.921, 0.0, 0.0, positive
1.5193, 14.1986, 1.547, 1.2083, 72.7599, 0.0, 10.1527, 0.0, 0.0, positive
1.5192, 14.1646, 0.0, 2.0296, 72.7683, 0.0, 10.8986, 0.0, 0.0, positive
1.5131, 16.5354, 0.5972, 0.6463, 74.6497, 0.0, 7.3776, 0.0, 0.0, positive
1.519, 14.3017, 1.9022, 1.6156, 72.4082, 0.0, 9.6866, 0.0, 0.0, positive
1.5192, 14.13, 0.2953, 2.0253, 72.6931, 0.0, 10.723, 0.0, 0.0, positive
1.5192, 13.93, 2.3963, 1.4356, 72.5014, 0.0, 9.6379, 0.0, 0.0, positive
1.5191, 14.8671, 0.5544, 1.3979, 72.7826, 0.0, 10.3179, 0.0, 0.0, positive
1.5151, 14.2001, 1.9616, 1.4239, 73.9616, 0.0, 8.3057, 0.0, 0.0, positive
1.5195, 14.1761, 1.2011, 0.8731, 73.1209, 0.0, 10.4953, 0.0, 0.0, positive
1.5143, 16.3978, 0.3214, 0.9171, 74.212, 0.0, 8.0049, 0.0, 0.0, positive
1.5186, 14.9363, 0.0, 0.5305, 73.7356, 0.0, 10.6092, 0.0, 0.0, positive
1.5161, 14.7146, 1.2326, 1.6459, 73.4608, 0.0, 8.8423, 0.0, 0.0, positive
1.5138, 16.2387, 0.7663, 0.6107, 74.5682, 0.0, 7.6376, 0.0, 0.0, positive
1.5197, 14.524, 0.1137, 0.5893, 73.4442, 0.0, 11.1504, 0.0, 0.0, positive
1.5164, 15.1534, 1.5744, 1.1454, 73.4057, 0.0, 8.5749, 0.0, 0.0, positive
1.5146, 14.2513, 1.9056, 1.4532, 74.1109, 0.0, 8.124, 0.0, 0.0, positive
1.5191, 14.0755, 1.1851, 1.828, 72.5554, 0.0, 10.234, 0.0, 0.0, positive
