@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5185, 14.0837, 2.1945, 1.6535, 72.673, 0.0, 9.3318, 0.0, 0.0, positive
1.5187, 14.2207, 2.3015, 1.4653, 72.5164, 0.0, 9.4412, 0.0, 0.0, positive
1.5162, 14.2196, 2.0024, 1.6094, 73.46, 0.0, 8.5971, 0.0, 0.0, positive
1.519, 14.6692, 1.2192, 1.5926, 72.5687, 0.0, 9.9, 0.0, 0.0, positive
1.517, 14.1383, 2.1675, 1.5535, 73.1145, 0.0, 8.8952, 0.0, 0.0, positive
1.5176, 13.9562, 2.2283, 1.2844, 73.2493, 0.0, 9.1724, 0.0, 0.0, positive
1.5186, 14.277, 2.2872, 1.5014, 72.4845, 0.0, 9.3988, 0.0, 0.0, positive
1.5189, 14.987, 0.789, 1.7383, 72.4992, 0.0, 9.9483, 0.0, 0.0, positive
1.517, 14.4464, 2.1218, 1.5998, 72.8966, 0.0, 8.8633, 0.0, 0.0, positive
1.5165, 14.7549, 1.1672, 1.6597, 73.3213, 0.0, 9.0027, 0.0, 0.0, positive
1.5154, 14.6394, 1.3547, 1.6202, 73.7212, 0.0, 8.5429, 0.0, 0.0, positive
1.5117, 16.5297, 0.4972, 0.6831, 75.1639, 0.0, 6.9161, 0.0, 0.0, positive
1.5186, 14.0473, 2.2212, 1.5961, 72.6839, 0.0, 9.3855, 0.0, 0.0, positive
1.5137, 14.4767, 1.6189, 1.5646, 74.2848, 0.0, 7.8949, 0.0, 0.0, positive
1.5191, 14.0199, 2.3593, 1.5644, 72.3716, 0.0, 9.5795, 0.0, 0.0, positive
1.5193, 13.8055, 2.4094, 1.2176, 72.7309, 0.0, 9.7513, 0.0, 0.0, positive
1.5154, 14.642, 1.3506, 1.6211, 73.7125, 0.0, 8.5529, 0.0, 0.0, positive
1.519, 14.0175, 2.3528, 1.5792, 72.4241, 0.0, 9.5276, 0.0, 0.0, positive
1.5132, 14.4026, 1.7571, 1.5411, 74.4823, 0.0, 7.643, 0.0, 0.0, positive
1.5188, 14.9302, 0.9527, 1.7266, 72.4842, 0.0, 9.8683, 0.0, 0.0, positive
1.5158, 14.4331, 2.0112, 1.582, 73.3774, 0.0, 8.4933, 0.0, 0.0, positive
1.5185, 14.1292, 2.1965, 1.6561, 72.6396, 0.0, 9.318, 0.0, 0.0, positive
1.5162, 15.3, 1.5963, 1.2516, 73.2515, 0.0, 8.5088, 0.0, 0.0, positive
1.5173, 14.8313, 1.0432, 1.6858, 73.0566, 0.0, 9.3069, 0.0, 0.0, positive
1.5187, 14.059, 2.258, 1.627, 72.5693, 0.0, 9.4089, 0.0, 0.0, positive
1.5149, 15.8256, 1.193, 1.0216, 73.7969, 0.0, 8.0381, 0.0, 0.0, positive
1.5194, 13.8023, 2.4077, 1.1973, 72.7536, 0.0, 9.7562, 0.0, 0.0, positive
1.515, 14.2683, 1.9568, 1.5461, 73.8244, 0.0, 8.25, 0.0, 0.0, positive
1.5186, 14.2407, 2.2964, 1.4781, 72.5051, 0.0, 9.4262, 0.0, 0.0, positive
1.5188, 14.1659, 2.3154, 1.4302, 72.5475, 0.0, 9.4825, 0.0, 0.0, positive
1.5192, 13.9208, 2.3777, 1.2732, 72.6865, 0.0, 9.6671, 0.0, 0.0, positive
1.5183, 14.3977, 2.2322, 1.626, 72.4297, 0.0, 9.2715, 0.0, 0.0, positive
1.519, 14.004, 2.3837, 1.5637, 72.3768, 0.0, 9.5663, 0.0, 0.0, positive
1.5187, 14.0258, 2.237, 1.5623, 72.6903, 0.0, 9.4171, 0.0, 0.0, positive
1.5189, 13.9474, 2.2947, 1.4386, 72.7138, 0.0, 9.5327, 0.0, 0.0, positive
1.5183, 14.1011, 2.1727, 1.6557, 72.7486, 0.0, 9.254, 0.0, 0.0, positive
1.5188, 14.0377, 2.2441, 1.1301, 72.9447, 0.0, 9.5501, 0.0, 0.0, positive
1.515, 15.688, 1.136, 0.7406, 74.162, 0.0, 8.1161, 0.0, 0.0, positive
1.5138, 14.3282, 1.8215, 1.4972, 74.3357, 0.0, 7.8506, 0.0, 0.0, positive
1.5155, 14.2345, 2.0116, 1.5481, 73.6395, 0.0, 8.4181, 0.0, 0.0, positive
1.5175, 14.5287, 1.8979, 1.4841, 73.038, 0.0, 8.9666, 0.0, 0.0, positive
1.5169, 14.7934, 1.1047, 1.6728, 73.1879, 0.0, 9.156, 0.0, 0.0, positive
1.5183, 14.4239, 2.2356, 1.6231, 72.4091, 0.0, 9.2669, 0.0, 0.0, positive
1.5187, 14.8184, 1.2591, 1.701, 72.4595, 0.0, 9.7237, 0.0, 0.0, positive
1.5186, 14.0682, 2.2059, 1.629, 72.6776, 0.0, 9.3547, 0.0, 0.0, positive
1.5187, 14.6571, 1.3043, 1.7111, 72.5624, 0.0, 9.7177, 0.0, 0.0, positive
1.5186, 14.2352, 2.2978, 1.4745, 72.5082, 0.0, 9.4303, 0.0, 0.0, positive
1.5184, 14.3439, 2.225, 1.632, 72.4717, 0.0, 9.2808, 0.0, 0.0, positive
1.5194, 13.7946, 2.4035, 1.1914, 72.76, 0.0, 9.7671, 0.0, 0.0, positive
1.5184, 14.3643, 2.265, 1.5572, 72.435, 0.0, 9.3331, 0.0, 0.0, positive
1.5157, 14.1426, 2.0244, 1.391, 73.7938, 0.0, 8.5099, 0.0, 0.0, positive
1.519, 14.4983, 1.5832, 1.6512, 72.4337, 0.0, 9.7613, 0.0, 0.0, positive
1.5187, 14.0207, 2.2408, 1.5541, 72.6918, 0.0, 9.4247, 0.0, 0.0, positive
1.5189, 13.9434, 2.2976, 1.4323, 72.715, 0.0, 9.5386, 0.0, 0.0, positive
1.5152, 14.1901, 1.9725, 1.4182, 73.9325, 0.0, 8.3412, 0.0, 0.0, positive
1.5181, 14.111, 2.1585, 1.6518, 72.8081, 0.0, 9.1991, 0.0, 0.0, positive
1.5192, 14.1763, 1.8867, 1.3665, 72.6765, 0.0, 9.8251, 0.0, 0.0, positive
1.5192, 13.8921, 2.4003, 1.3692, 72.5713, 0.0, 9.6724, 0.0, 0.0, positive
1.5152, 14.2529, 1.9817, 1.547, 73.7403, 0.0, 8.3265, 0.0, 0.0, positive
1.5172, 14.8254, 1.0528, 1.6838, 73.0773, 0.0, 9.2832, 0.0, 0.0, positive
1.512, 15.9627, 0.8288, 0.911, 74.9997, 0.0, 7.0963, 0.0, 0.0, positive
1.5191, 13.8889, 2.3377, 1.3463, 72.7313, 0.0, 9.619, 0.0, 0.0, positive
1.5167, 14.1561, 2.1387, 1.5525, 73.2115, 0.0, 8.8071, 0.0, 0.0, positive
1.5189, 14.053, 2.3441, 1.3579, 72.6115, 0.0, 9.5675, 0.0, 0.0, positive
1.514, 14.4126, 1.8406, 1.5546, 74.1192, 0.0, 7.9225, 0.0, 0.0, positive
1.5189, 14.8134, 1.072, 1.7084, 72.4747, 0.0, 9.8811, 0.0, 0.0, positive
1.5145, 16.3356, 0.3418, 0.9536, 74.136, 0.0, 8.091, 0.0, 0.0, positive
1.5192, 13.8594, 2.3594, 1.2999, 72.7401, 0.0, 9.6625, 0.0, 0.0, positive
1.5187, 14.9759, 0.8085, 1.7352, 72.556, 0.0, 9.8825, 0.0, 0.0, positive
1.5193, 13.8131, 2.4086, 1.231, 72.7168, 0.0, 9.7443, 0.0, 0.0, positive
1.5181, 14.459, 2.2267, 1.6167, 72.4403, 0.0, 9.2144, 0.0, 0.0, positive
1.5192, 14.2453, 1.7932, 1.3981, 72.6614, 0.0, 9.8356, 0.0, 0.0, positive
1.5192, 13.836, 2.3766, 1.2629, 72.7471, 0.0, 9.697, 0.0, 0.0, positive
