@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
3.137, -0.266, 0.108, 0.091, -0.082, 0
0.463, 2.963, -0.63, 0.324, 0.991, 0
0.817, 1.094, -0.228, 0.143, -0.098, 0
0.404, 1.193, 1.848, 1.005, 0.0, 0
1.208, 1.688, -0.517, -0.256, -0.178, 1
0.476, 2.249, 1.43, 0.691, -0.217, 0
0.164, 0.706, 1.122, 1.936, -0.614, 0
0.202, 0.733, 0.89, -0.343, 1.266, 1
2.558, 0.56, 0.572, 0.476, 0.341, 0
0.256, 2.111, 1.173, -0.532, -0.244, 0
0.212, 1.047, 1.964, -0.541, 0.0, 0
0.208, 0.824, 1.253, 1.792, -0.738, 1
2.533, 0.267, 0.133, 0.16, -0.064, 0
0.292, 0.317, 0.71, 1.238, 0.913, 1
0.344, 1.503, 0.948, -0.319, 0.459, 0
0.239, 0.524, 0.571, -0.407, -1.046, 0
0.233, 1.546, 1.399, 0.716, -0.422, 0
0.29, 0.831, 1.73, 0.87, 0.0, 0
0.304, 1.88, -0.445, 0.322, -0.118, 0
0.504, 2.248, 1.15, 0.412, -0.189, 0
0.096, 0.337, 0.513, 1.485, 0.0, 0
1.339, 1.765, 1.763, -0.355, -0.144, 1
0.922, 2.122, -0.391, 0.327, 0.186, 0
0.394, 2.329, 0.972, 0.7, 0.875, 1
0.38, 2.927, -0.502, 0.367, 0.594, 0
0.233, 0.86, 2.49, -0.71, 0.547, 0
0.503, 0.813, 1.844, 0.772, 1.597, 1
0.427, 0.565, 1.723, 1.149, 1.763, 1
0.54, 3.144, -0.665, -0.261, 0.0, 0
1.172, 1.957, -0.32, -0.146, 0.128, 0
0.213, 0.962, 2.447, -0.78, 1.386, 1
0.122, 0.573, 1.393, 2.191, 0.0, 0
1.103, 0.633, 2.839, -0.626, -0.248, 1
0.333, 1.906, 1.197, 0.714, 1.378, 1
1.453, 2.15, -0.566, -0.182, -0.107, 0
0.383, 1.004, 2.238, 0.976, 0.544, 0
2.115, 0.421, 0.154, 0.121, -0.149, 0
1.483, 1.798, 0.666, 0.92, 0.706, 0
0.723, 2.415, 1.512, -0.365, -0.17, 0
0.597, 2.565, -0.506, -0.261, -0.162, 0
0.474, 0.731, 0.957, 1.803, -0.634, 1
0.119, 0.483, 0.629, 2.132, -0.659, 0
0.115, 0.594, 1.195, 0.942, -0.477, 1
0.223, 1.086, 2.658, -0.944, 0.0, 0
1.719, 0.6, -0.104, 0.089, 0.068, 0
0.332, 1.139, 1.262, 0.825, 0.0, 0
1.21, 2.364, -0.326, -0.155, 0.235, 0
0.067, 0.286, 0.428, -0.454, 0.0, 0
0.334, 0.58, 0.978, 2.097, 1.297, 1
0.305, 1.943, 1.757, 0.721, -0.35, 0
0.472, 3.394, -0.518, 0.625, -0.199, 0
0.302, 0.581, 2.032, 1.122, 1.408, 1
0.341, 1.223, 1.633, 1.285, 0.0, 1
3.336, -0.234, 0.14, -0.073, 0.081, 0
-0.118, 0.62, 1.462, 0.949, 0.0, 1
3.639, 0.608, -0.138, -0.095, -0.056, 0
0.271, 0.544, 0.439, 1.434, 0.851, 1
1.509, 1.113, -0.166, -0.076, 0.069, 0
0.883, 0.543, 1.275, 2.209, 0.691, 0
0.43, 2.588, 1.361, -0.372, -0.195, 0
3.236, 0.591, -0.148, -0.069, -0.057, 0
0.308, 1.825, -0.458, 0.35, -0.122, 0
1.101, 0.717, -0.101, 0.068, -0.068, 0
0.173, 0.362, 0.693, 1.387, -0.804, 1
1.139, 0.662, 2.77, -0.607, -0.242, 1
0.145, 0.715, 1.784, 0.792, 0.0, 0
0.305, 1.2, 1.679, 1.386, 0.0, 1
0.453, 1.44, 2.064, -0.478, 0.375, 0
0.253, 0.292, 0.594, 1.273, 0.993, 1
1.712, 2.499, -0.446, -0.162, -0.1, 0
0.187, 0.744, 0.868, 1.26, -0.578, 0
0.392, 1.371, 2.552, -0.6, 0.559, 0
0.702, 3.001, -0.525, -0.234, -0.129, 0
0.647, 1.483, 1.368, 0.627, 1.016, 0
0.49, 0.722, -1.086, -0.999, -0.785, 1
0.851, 2.024, 0.903, 0.524, 0.634, 1
0.5, 2.247, -0.468, -0.176, -0.099, 0
0.094, 0.392, 0.477, 1.763, 0.0, 1
0.103, 0.435, 0.622, 1.844, -0.797, 1
1.6, 0.579, -0.091, 0.082, 0.073, 0
0.789, 1.414, 1.1, 1.857, -0.593, 1
0.337, 1.919, 0.578, 0.274, 0.113, 0
1.532, 1.411, 0.457, 0.28, -0.155, 0
0.36, 0.588, 0.784, 1.501, 1.115, 1
0.096, 0.498, 0.84, 0.849, 0.0, 1
0.736, 2.493, -0.363, 0.211, 0.145, 0
0.198, 1.356, 1.442, -0.491, -0.181, 0
0.24, 1.01, 0.396, 0.449, 0.561, 0
0.246, 1.187, 2.52, -0.672, 1.263, 0
1.246, 2.402, -0.509, -0.18, 0.0, 0
0.182, 0.814, 1.867, 1.07, 0.0, 0
0.315, 2.086, -0.505, 0.343, -0.136, 0
2.963, 0.322, 0.206, 0.088, 0.11, 0
0.245, 0.569, 0.456, 0.971, 1.058, 0
0.509, 1.904, 1.168, -0.309, -0.273, 1
0.448, 0.675, 1.287, 1.033, 2.068, 1
2.796, 0.551, 0.577, 0.687, 0.401, 0
0.726, 1.023, 0.354, -0.1, 0.069, 0
0.098, 0.451, 0.767, 2.514, 0.0, 1
0.121, 0.544, 0.494, 0.468, 1.522, 1
0.187, 0.422, 0.393, 1.4, -0.748, 1
0.247, 0.563, 0.768, 1.569, -0.961, 1
1.02, 0.605, 1.869, 1.409, 0.755, 1
2.168, 0.402, -0.122, -0.083, -0.051, 0
0.25, 0.757, 1.124, 1.021, -0.579, 1
2.836, 0.582, -0.132, 0.178, 0.106, 0
0.156, 1.334, 1.158, 0.556, -0.214, 0
0.516, 1.952, 1.204, -0.345, -0.176, 0
1.946, 1.19, 0.265, 0.111, -0.065, 0
0.207, 0.87, 0.664, 2.123, -0.786, 1
0.254, 3.163, -0.5, 1.249, -0.376, 0
2.493, 0.61, 0.189, 0.163, 0.102, 0
0.243, 1.014, 2.373, 1.039, 0.0, 0
1.309, 1.141, 1.623, -0.508, -0.211, 0
1.0, 1.795, 0.35, 0.242, -0.164, 0
2.763, 1.039, 0.479, 0.679, -0.163, 0
0.277, 0.805, 1.301, 0.64, 0.0, 1
0.857, 2.735, -0.45, -0.187, -0.199, 0
0.451, 2.116, -0.46, 0.391, 0.465, 1
0.165, 1.257, 2.274, -0.82, -0.35, 0
0.27, 1.316, 1.876, -0.723, -0.384, 0
0.199, 0.636, 0.753, 1.258, 0.0, 1
0.394, 0.968, 2.311, 1.118, 0.58, 0
0.251, 1.413, 2.024, -0.54, -0.505, 0
0.17, 0.986, 2.489, -0.633, 0.0, 0
2.453, 0.888, 0.384, 0.375, 0.429, 0
0.904, 1.135, 1.596, -0.505, 0.859, 1
2.981, 0.333, 0.158, -0.073, 0.056, 0
0.21, 0.822, 2.42, 1.258, 1.277, 1
0.301, 1.704, 1.237, 1.884, -0.639, 0
1.456, 2.755, -0.416, 0.309, 0.398, 0
0.525, 1.543, 1.83, 1.724, -0.479, 1
2.637, 0.482, 0.179, 0.133, -0.05, 0
3.75, -0.256, 0.24, 0.194, -0.071, 0
0.161, 0.548, 0.966, 1.674, -0.52, 0
0.562, 3.04, -0.641, -0.265, -0.188, 0
0.577, 1.909, -0.372, -0.189, -0.148, 0
1.666, 1.872, -0.297, 0.164, 0.116, 0
0.832, 2.759, -0.452, -0.184, -0.13, 0
0.3, 1.396, 1.661, -0.459, -0.214, 0
0.724, 3.408, -0.449, -0.215, 0.169, 0
0.249, 1.315, 1.175, 0.572, 0.0, 0
0.334, 0.442, 0.958, 2.175, -0.879, 0
0.218, 0.816, 1.317, 2.113, -0.655, 0
0.886, 1.555, 2.311, -0.56, -0.228, 1
0.89, 2.258, -0.475, -0.154, 0.224, 0
0.665, 2.994, 0.875, -0.309, 0.713, 0
0.636, 3.198, -0.554, 0.31, 0.274, 0
0.189, 0.61, 0.518, 0.791, 1.297, 1
0.069, 0.562, 0.563, 0.474, 0.0, 0
1.029, 1.651, 1.821, 0.625, -0.207, 1
0.16, 0.566, -1.3, -0.748, -0.354, 1
0.639, 1.201, 1.963, -0.682, -0.242, 0
0.086, 0.464, 0.309, 0.495, 0.921, 0
0.326, 0.571, 0.31, 1.106, 0.0, 1
1.592, 1.644, 0.581, -0.183, -0.11, 0
0.32, 1.033, 2.29, 1.106, 1.171, 1
3.269, 0.614, 1.015, -0.201, -0.091, 0
0.174, 0.854, 0.867, 0.584, -0.46, 1
0.1, 0.405, 0.58, 0.849, 0.939, 0
0.189, 0.548, 0.918, 1.984, -0.614, 0
0.397, 2.703, -0.6, 0.372, 0.0, 0
1.487, 1.568, 1.605, -0.261, -0.131, 0
0.418, 0.58, 1.723, 1.108, -0.776, 1
0.258, 0.699, 0.836, 2.133, 0.0, 1
0.476, 2.52, 0.978, -0.317, -0.173, 0
1.101, 3.092, -0.626, 0.28, 0.162, 0
1.483, 1.798, 0.666, 0.921, 0.707, 0
1.757, 0.972, 0.866, 1.579, -0.45, 0
0.559, 2.521, 1.509, 0.648, -0.272, 0
0.686, 1.876, 1.048, -0.326, -0.158, 0
0.172, 0.473, 0.679, 1.616, -0.756, 1
0.876, 3.241, -0.58, 0.551, 0.327, 0
2.999, 0.473, -0.124, -0.072, -0.048, 0
-0.191, -0.863, -0.927, -0.577, -0.297, 0
0.534, 2.848, -0.663, -0.215, -0.118, 0
0.325, 0.815, 1.529, 1.28, 1.95, 1
2.87, 0.496, -0.104, -0.066, -0.047, 0
0.122, 0.512, 0.828, 1.683, 0.0, 1
0.193, 0.996, 2.144, -0.867, 0.0, 0
2.374, 1.034, 0.256, 0.187, 0.2, 0
1.722, 0.517, 2.304, -0.48, -0.191, 0
0.716, 2.804, 1.443, -0.436, -0.201, 0
1.362, 1.3, 0.486, 0.385, -0.276, 0
0.305, 0.599, 0.826, 1.921, -0.636, 1
0.698, 2.407, 1.776, 0.749, -0.224, 1
0.183, 1.136, 1.711, -0.517, 0.0, 0
-0.165, 1.809, 1.261, 0.59, 0.366, 0
0.298, 1.241, 1.055, -0.314, -0.624, 0
0.162, 0.632, 0.746, 1.327, -0.638, 1
2.406, -0.22, 0.216, 0.198, -0.066, 0
0.461, 0.585, 1.306, 1.773, -0.505, 0
0.328, 1.144, 0.872, 1.914, -0.704, 1
2.003, 0.997, -0.15, 0.117, -0.063, 0
0.335, 0.809, 0.806, 0.954, 0.865, 1
-0.082, 0.579, 1.385, 1.848, -0.912, 0
0.651, 2.023, 1.176, -0.344, -0.18, 0
0.211, 0.32, 0.595, 1.601, 1.188, 1
1.061, 2.04, -0.56, -0.277, -0.191, 0
2.03, 0.636, -0.098, 0.078, 0.056, 0
0.535, 1.65, 1.336, 1.805, -0.458, 1
1.031, 0.584, 1.866, 1.532, -0.672, 1
1.031, 1.991, -0.311, 0.194, -0.413, 0
0.387, 1.253, 2.328, -0.772, 0.0, 0
0.635, 1.895, -0.488, 0.204, -0.116, 0
1.392, 1.958, 0.902, 0.615, 1.069, 1
0.317, 1.119, 2.004, -0.864, 0.0, 1
1.527, 1.36, -0.303, -0.137, -0.092, 0
2.131, 1.245, 0.448, 0.45, 0.656, 0
0.251, 0.511, 1.136, 1.042, 0.0, 1
2.237, 1.288, 0.45, 0.442, -0.23, 0
0.687, 2.34, 0.641, 0.404, -0.406, 0
2.869, 1.077, 0.523, 0.5, -0.134, 0
0.214, 1.433, 1.771, -0.542, 0.0, 0
0.674, 2.842, -0.383, -0.161, -0.127, 0
1.064, 2.8, -0.421, -0.204, 0.239, 0
0.126, 0.732, 2.17, 0.872, -0.346, 0
-0.184, 0.485, -0.671, -0.982, 0.0, 1
2.31, 0.325, 0.38, -0.085, 0.071, 0
0.433, 0.595, 0.98, 2.318, -0.762, 0
0.585, 0.629, 1.867, 0.911, -0.407, 1
0.626, 2.637, -0.419, 0.264, -0.277, 0
1.453, 0.562, 0.181, 0.148, -0.072, 0
0.435, 2.108, 2.029, -0.544, -0.262, 0
1.487, 1.569, 1.606, -0.262, -0.131, 0
0.061, 0.266, 0.403, 0.529, 1.194, 0
0.267, 1.331, 2.875, -0.911, 0.0, 0
0.121, 0.268, 0.467, -0.611, -1.052, 0
0.221, 0.609, 0.635, 0.71, 0.0, 0
0.178, 0.702, 1.728, 1.329, -0.822, 1
1.317, 0.82, 1.56, 1.641, -0.503, 1
0.596, 0.671, 1.581, 1.095, 0.583, 1
0.757, 1.605, 0.535, 0.236, -0.099, 0
0.301, 1.086, 2.021, 0.933, 1.105, 1
0.301, 0.538, 0.551, 1.29, 0.0, 1
1.493, 1.664, 0.583, -0.175, -0.104, 0
1.253, 2.393, -0.461, 0.23, 0.16, 0
1.858, 0.758, 0.135, 0.139, -0.177, 0
0.298, 1.866, 0.955, 2.193, -0.589, 0
0.597, 1.133, 1.896, -0.601, -0.231, 1
0.226, 0.842, 1.019, 2.022, -0.738, 1
2.744, -0.224, 0.171, 0.098, 0.074, 0
0.381, 1.368, 1.608, 0.783, -0.601, 1
0.352, 1.531, 1.81, 0.97, 1.126, 0
2.444, 0.273, 0.139, 0.156, -0.063, 0
0.997, 1.578, 1.248, -0.353, 0.979, 1
0.597, 1.624, 1.5, -0.473, -0.197, 0
0.349, 0.653, 2.448, -0.73, 0.393, 0
1.288, 2.328, -0.359, -0.201, 0.175, 0
0.174, 0.619, 1.468, 1.262, 0.0, 0
0.763, 3.172, -0.441, -0.194, -0.135, 0
2.866, -0.213, 0.166, 0.1, -0.094, 0
0.101, 0.333, 0.52, 1.505, 1.15, 0
0.367, 2.259, -0.319, -0.148, -0.081, 0
0.234, 0.359, 0.756, 1.917, 1.346, 1
0.108, 0.355, 0.418, 0.592, 2.053, 0
0.816, 3.026, -0.454, -0.198, -0.133, 0
1.295, 1.097, -0.779, -0.596, -0.316, 0
1.264, 2.951, -0.463, -0.179, -0.133, 0
1.109, 2.194, 1.666, -0.357, -0.145, 1
0.374, 3.148, 1.502, 0.533, -0.174, 1
0.749, 2.044, 0.938, 1.239, -0.376, 0
0.218, 1.432, 1.361, -0.408, 0.337, 0
0.716, 3.174, -0.412, -0.232, 0.504, 0
0.265, 1.079, 2.209, -0.673, -0.831, 1
0.845, 1.667, -0.561, -0.211, 0.0, 0
0.776, 1.633, 1.504, 0.733, 0.619, 1
0.102, 0.551, 0.521, -0.624, 2.719, 0
1.509, 1.922, 0.539, 1.303, -0.333, 0
0.262, 1.304, 2.382, -0.794, -0.416, 0
0.522, 0.539, 1.575, 1.194, 1.138, 1
1.146, 2.943, -0.451, 0.472, -0.213, 0
0.118, 0.497, 0.8, 1.743, 0.776, 1
0.081, 0.332, 0.424, -0.699, 1.923, 1
0.497, 0.378, 1.876, 2.463, -0.698, 1
1.526, 1.931, -0.374, -0.265, 0.867, 0
0.568, 2.495, 1.506, -0.485, 0.0, 0
0.15, 0.652, 0.695, -0.969, 0.0, 1
0.111, 0.452, 0.574, 1.57, 0.892, 1
0.915, 2.919, 0.802, 0.635, 0.386, 0
0.539, 2.962, 1.236, 0.588, -0.241, 0
0.264, 0.936, 1.734, 0.998, 1.148, 1
0.35, 1.14, 1.252, 0.763, -0.211, 0
0.697, 1.068, 1.811, 0.515, -0.298, 1
0.643, 1.547, -0.301, 0.156, -0.065, 0
0.334, 1.781, 0.698, 0.284, -0.124, 0
0.381, 0.55, 1.864, 1.204, -0.368, 0
0.288, 1.589, 2.961, -0.863, 0.0, 0
1.4, 1.01, 0.296, 0.159, -0.166, 0
0.23, 1.214, 1.916, -0.55, -0.535, 0
0.256, 0.33, 0.62, 2.29, -0.736, 0
2.384, 0.771, 0.374, -0.118, -0.051, 0
0.311, 2.639, -0.463, -0.193, -0.265, 0
1.293, 1.097, -0.78, -0.596, -0.315, 0
0.356, 0.551, 1.79, 1.089, 0.986, 0
0.093, 0.281, 0.371, 0.441, 0.0, 0
0.397, 0.966, 2.131, 1.183, 0.535, 0
2.832, -0.255, 0.122, 0.118, -0.058, 0
0.151, 0.82, 0.63, 1.777, -0.828, 1
2.205, 0.544, 0.162, 0.096, -0.072, 0
0.364, 2.511, -0.373, 0.233, -0.341, 0
0.286, 0.602, 2.168, 1.21, 0.553, 0
0.532, 2.657, -0.51, 0.449, 0.698, 1
0.396, 0.629, 1.525, 1.985, 0.0, 1
1.908, 0.57, -0.108, 0.145, -0.193, 0
1.014, 0.653, 1.828, 1.07, 1.297, 1
-0.146, 2.06, 1.0, 0.441, 0.0, 0
0.227, 0.303, 0.59, 1.548, 0.964, 1
0.309, 2.579, -0.51, -0.213, -0.305, 0
0.123, 0.808, 1.178, -0.971, -0.361, 0
0.682, 2.257, -0.443, -0.238, -0.246, 0
0.403, -0.648, 2.077, -0.693, 0.832, 1
0.175, 1.247, 1.442, 0.482, -0.184, 0
0.497, 0.773, 2.066, -0.596, 0.0, 1
0.264, 0.984, 0.623, 0.73, 0.869, 1
0.123, 0.447, 0.743, 2.028, -0.833, 1
0.397, 2.921, -0.637, 0.523, 0.0, 0
0.301, 2.09, 0.976, 0.867, -0.439, 0
1.191, 2.041, -0.367, 0.237, 0.216, 0
0.557, 2.204, -0.467, 0.348, -0.259, 0
1.721, 0.578, -0.193, -0.13, -0.1, 0
0.257, 1.029, 2.142, 1.26, 0.0, 1
0.193, 0.788, 0.794, 1.37, 0.0, 0
0.118, 0.306, 0.559, 2.143, -0.666, 0
0.136, 0.458, 0.449, -0.51, 1.155, 1
0.59, 1.933, -0.43, 0.487, 0.774, 0
0.653, 2.511, -0.388, 0.247, -0.266, 0
0.2, 0.506, 0.833, 0.837, 0.0, 1
0.099, 0.472, 1.064, 1.996, -0.781, 0
2.666, 0.329, 0.188, 0.226, -0.079, 0
0.965, 1.935, 0.837, 1.316, -0.404, 0
0.316, 0.67, 2.039, 0.978, 1.835, 1
0.268, 2.019, 1.212, 0.629, 0.0, 0
1.322, 0.603, 0.156, 0.145, -0.163, 0
0.565, 1.167, 1.552, -0.516, 1.483, 1
0.61, 1.225, 1.108, 1.224, -0.431, 1
0.147, 0.569, 0.732, 2.224, -0.639, 0
0.363, 0.4, 0.848, 1.914, -0.623, 0
0.547, 1.069, 1.007, 2.259, -0.731, 1
0.322, 1.981, 1.185, 0.856, 1.153, 1
0.104, 0.565, 1.153, 0.918, -0.487, 1
0.209, 1.072, 2.069, -0.636, -0.238, 0
0.269, 0.725, 2.656, 1.374, 0.893, 1
0.644, 1.088, 1.85, -0.51, 0.436, 0
1.061, 3.173, -0.631, -0.238, 0.162, 0
0.441, 0.794, 1.914, 0.962, 1.607, 1
0.195, 0.854, 1.671, 0.779, 0.477, 1
2.496, 0.36, 0.125, 0.095, -0.08, 0
0.139, 0.838, 2.266, -0.714, -0.61, 0
0.265, 1.313, 2.753, -0.78, 0.0, 0
1.836, 0.751, 0.152, 0.134, -0.158, 0
0.573, 0.733, 2.036, -0.445, 0.642, 1
0.173, 0.407, 0.855, 2.415, -0.792, 0
0.493, 1.572, 1.564, 1.509, -0.349, 1
0.473, 1.57, -0.413, 0.305, -0.099, 0
0.144, 0.448, 0.543, 0.775, 0.0, 0
2.317, 0.282, 1.688, -0.397, 0.269, 0
0.418, 2.138, 1.839, 0.707, -0.337, 0
0.573, 0.92, 1.713, 0.78, 0.487, 0
1.098, 2.506, -0.347, -0.148, 0.181, 0
-0.158, 1.356, 2.289, -0.745, 0.0, 0
0.079, 0.389, 0.324, 0.427, 0.0, 0
0.271, 2.481, -0.485, 0.312, -0.14, 0
2.696, -0.22, 0.158, 0.09, 0.078, 0
0.494, 1.763, 1.245, 0.454, 0.188, 0
0.334, 1.01, 2.931, -0.842, 0.0, 0
1.379, 1.73, 0.37, 0.171, -0.074, 0
0.145, 0.332, 0.467, -0.794, 0.0, 0
-0.251, 1.135, 1.116, -0.517, -0.274, 0
0.215, 0.376, 0.637, 1.861, 1.246, 1
1.402, 0.893, 1.488, 1.385, -0.652, 1
3.126, 0.482, 0.232, -0.141, 0.524, 0
0.38, 2.328, -0.485, 0.285, -0.111, 0
1.239, 1.892, 0.585, 0.715, 0.742, 0
0.567, -0.829, 1.142, -0.564, 0.0, 0
0.096, 0.326, 0.449, 1.419, 1.145, 0
0.77, 1.607, 0.427, 0.183, -0.079, 0
2.302, 0.619, -0.093, 0.086, 0.052, 0
0.348, 0.808, 0.61, 0.932, 1.497, 1
0.54, 2.787, -0.667, -0.242, -0.157, 0
1.205, 0.722, 2.709, -0.604, -0.236, 1
0.365, 0.624, 1.886, 0.956, -0.393, 0
0.983, 1.915, 1.802, -0.662, -0.197, 1
1.192, 2.808, 0.933, -0.285, 0.144, 0
0.201, 0.892, 0.909, 1.008, -0.476, 1
0.668, 1.559, -0.3, -0.128, -0.07, 0
0.874, 1.241, -0.282, 0.175, -0.108, 0
0.544, 0.698, 2.078, -0.483, 0.685, 1
0.286, 2.793, -0.459, 0.22, 0.156, 0
2.852, -0.247, -0.104, -0.062, -0.046, 0
1.963, 1.677, -0.332, -0.109, 0.102, 0
0.162, 1.153, 1.582, -0.687, 0.0, 0
0.334, 1.478, 2.134, -0.654, 0.593, 0
0.907, 1.906, -0.415, -0.155, -0.101, 0
0.17, 0.46, 0.684, -0.74, 0.0, 0
0.567, 0.907, 1.464, -0.617, -0.492, 1
3.092, -0.37, -0.131, -0.077, -0.051, 0
0.544, 2.082, 0.905, 0.603, -0.405, 1
0.185, 0.484, 0.789, 1.838, 0.0, 0
0.461, 2.512, -0.492, 1.421, -0.411, 0
0.689, 1.289, 2.224, 1.191, -0.418, 1
0.229, 0.718, 0.778, 1.253, 0.0, 1
0.24, 1.547, 0.664, 0.275, 0.172, 0
0.175, 0.964, 2.055, -0.756, -0.625, 0
0.333, 0.408, 1.404, 1.46, -0.751, 0
0.782, 2.546, 1.536, -0.43, 0.0, 0
1.062, 2.243, -0.394, -0.199, -0.175, 0
0.055, 0.259, 0.32, -0.469, 0.0, 0
0.109, 0.697, 0.322, 0.579, 0.0, 1
0.542, 2.204, -0.316, -0.17, 0.116, 0
0.125, 1.0, 0.65, 1.428, 0.0, 1
0.179, 0.781, 2.473, -0.787, 1.537, 1
-0.239, -0.788, -0.517, -0.287, -0.152, 0
0.321, 0.648, 0.388, 1.075, 0.0, 1
0.168, 0.49, 0.542, 1.816, -0.7, 1
0.234, 1.794, 2.113, -0.749, -0.285, 0
0.327, 2.3, -0.574, 0.333, -0.19, 0
0.411, 2.611, -0.561, 0.349, -0.162, 0
0.562, 0.458, 1.509, 0.664, 0.622, 1
2.173, 1.297, 0.398, 0.137, -0.101, 0
0.424, 0.428, 1.041, 1.114, 0.792, 0
1.105, 2.762, 1.049, -0.25, -0.149, 1
0.278, 2.433, 1.106, 0.58, 0.271, 0
0.345, 1.987, 1.372, 0.678, -0.254, 0
0.902, 1.984, -0.398, -0.194, -0.118, 0
3.343, -0.28, -0.102, 0.077, -0.052, 0
0.895, 0.559, 1.321, 1.421, 1.516, 1
0.128, 0.621, 1.433, 2.052, 0.0, 0
1.585, 0.407, 0.231, -0.081, -0.049, 0
-0.114, 1.272, 2.177, -0.644, -0.36, 0
0.962, 1.664, 1.233, -0.71, 1.043, 1
2.221, 0.327, 0.37, -0.084, 0.063, 0
0.225, 2.497, -0.567, 0.278, 0.175, 0
0.147, 0.502, 0.83, 0.36, -0.184, 0
2.046, 0.532, 2.079, -0.445, -0.161, 0
0.214, 0.601, 2.278, -0.771, -0.904, 1
0.834, 2.046, 0.955, 1.252, -0.456, 1
2.751, 0.365, -0.107, 0.091, 0.084, 0
0.929, 0.343, 1.27, 1.584, 1.263, 1
1.557, 1.84, -0.232, -0.116, 0.096, 0
0.381, 2.045, -0.306, -0.163, -0.091, 0
0.204, 0.411, 0.654, 1.529, 1.854, 1
0.677, 1.413, 0.316, 0.194, -0.141, 0
0.813, 2.258, 1.171, 1.007, 0.786, 1
3.119, -0.267, -0.101, -0.069, -0.059, 0
0.329, 2.302, -0.432, 0.322, -0.117, 0
0.303, 1.407, 1.523, -0.434, -0.216, 0
1.453, 0.562, 0.181, 0.148, -0.073, 0
0.466, 2.707, -0.678, 0.617, 1.006, 0
1.441, 0.97, 0.396, 0.265, -0.164, 0
0.319, 2.064, 1.245, 0.508, -0.266, 0
1.939, 1.416, -0.238, 0.139, -0.077, 0
0.543, 0.509, 1.485, 1.332, 1.757, 1
0.11, 0.319, 0.514, 1.813, 0.0, 0
0.265, 0.819, 2.52, -0.627, -0.34, 0
0.816, 1.456, 0.507, -0.189, 0.0, 0
0.239, 1.807, 1.377, 0.992, -0.478, 0
0.729, 2.246, -0.346, -0.176, -0.113, 0
1.223, 2.363, -0.336, -0.153, 0.235, 0
0.554, 0.741, 2.498, -0.842, -0.405, 1
0.933, 3.142, -0.585, 0.545, 0.354, 0
0.106, 0.608, 0.827, 2.548, -1.1, 0
-0.142, 0.613, 0.589, 1.203, -0.848, 1
1.059, 2.209, 0.967, -0.361, -0.145, 1
0.807, 1.334, 0.504, 0.168, -0.081, 0
0.141, 0.56, 1.008, 0.828, 0.0, 1
0.331, 1.65, 2.153, -0.58, -0.278, 0
0.389, 2.741, 0.755, 0.602, 1.173, 0
0.371, 0.535, 1.803, 1.079, -0.646, 1
1.21, 1.967, 1.315, 0.986, -0.323, 1
0.651, 2.527, 0.904, 0.336, 0.0, 0
0.465, 0.871, 1.689, 0.758, -0.313, 1
0.967, 1.624, 1.716, 1.028, -0.406, 1
0.837, 2.421, -0.601, -0.271, -0.136, 0
2.106, 1.277, -0.176, 0.182, -0.065, 0
3.658, -0.285, 0.157, -0.082, -0.092, 0
2.971, 0.48, 1.235, -0.285, -0.114, 0
0.675, 2.915, 0.996, 0.413, -0.177, 0
0.274, 2.028, 0.992, 0.406, 0.0, 0
0.584, 1.42, -0.349, -0.159, -0.072, 0
0.391, 1.409, 1.394, 1.683, -0.481, 1
0.47, 1.593, 1.74, -0.546, -0.227, 0
0.147, 0.289, 0.384, 0.928, 1.595, 0
0.195, 0.731, 1.117, 1.89, -0.709, 1
1.104, 2.591, -0.38, -0.208, 0.133, 0
0.102, 0.514, 0.336, 0.813, 0.0, 1
0.743, 0.576, 1.672, 1.092, 0.594, 0
0.541, 0.852, 2.056, -0.463, 0.378, 1
0.295, 1.018, 1.938, 1.108, 1.46, 1
0.893, 0.6, 1.39, 1.399, 1.392, 1
0.996, 1.089, 0.307, 0.177, -0.103, 0
0.795, 0.861, 1.896, 1.715, 0.0, 1
0.309, 2.255, 0.725, 0.299, -0.229, 0
1.464, 0.726, -0.13, 0.102, 0.091, 0
0.439, 2.005, 2.304, -0.752, 0.0, 0
1.786, 1.517, 0.394, 0.182, -0.125, 0
0.367, 1.632, 1.455, 0.562, -0.387, 1
3.144, -0.268, 0.164, 0.12, -0.114, 0
2.406, 1.305, 0.66, 0.813, -0.241, 0
0.85, 1.384, -0.238, -0.112, -0.051, 0
0.864, 2.364, 1.147, -0.284, -0.152, 0
1.022, 2.186, 1.286, 0.803, -0.227, 0
0.376, 1.33, 2.043, 0.818, 0.969, 1
0.228, 0.673, 1.563, 1.307, 0.0, 1
-0.288, -0.469, -1.22, -1.177, 0.734, 0
0.143, 0.979, 1.945, -0.612, -0.261, 0
0.291, 0.9, 0.781, 2.319, -0.814, 1
1.752, 2.127, 0.507, 0.22, -0.124, 0
0.173, 0.497, 0.616, 1.917, -0.738, 1
1.246, 1.129, 1.964, 0.569, 0.291, 0
0.377, 2.417, -0.479, 0.328, 0.0, 0
0.459, 0.973, 1.448, 0.678, -0.351, 1
