Method,Model,Methods+Model,Dataset,y_true,y_score
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.245807
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.250106
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.235232
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.215726
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.260607
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.240045
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.219181
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.225706
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.270440
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.194836
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.245351
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.248055
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.225193
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.271605
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.356410
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.197464
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.192427
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.189558
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.250641
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.329936
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.254341
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.396917
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.238168
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.233100
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.627011
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.395228
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.349610
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.207701
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.483123
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.694913
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.659907
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.585914
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.447809
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.268158
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.641627
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.238756
StandardAdaBoost,-,StandardAdaBoost,yeast3,1,0.599222
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.274092
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.658257
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.339598
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.229141
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.204694
StandardAdaBoost,-,StandardAdaBoost,yeast3,0,0.297117
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.195418
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178964
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.186004
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.173474
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.356742
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.194443
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.198679
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.239321
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.238118
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.168730
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.195440
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.168579
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.206357
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.176219
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.214745
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.168595
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.242755
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.191148
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.153594
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.231873
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.176076
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.205440
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.153667
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.203892
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.176849
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.208008
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.180853
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.215251
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.175864
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.177474
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.375957
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.194371
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.274275
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.218297
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.202848
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.207596
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.232209
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.175541
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.241734
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.277745
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.305479
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.343099
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.347412
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.183042
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.200136
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.167047
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.219177
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.203405
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.449156
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.175100
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.211289
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.270863
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.208533
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.344252
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.346876
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.243030
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.233512
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.406238
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.197843
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.285896
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.226681
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178201
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.190046
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.253998
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.187631
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178385
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.202326
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.150116
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.261011
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.176533
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.215917
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.194378
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.187739
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.236352
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.176657
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.358887
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.179217
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.223957
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.237749
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.228735
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.160214
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.219392
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.213058
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.163283
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.216609
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.169541
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.277958
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.211776
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.228236
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.194179
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.273511
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.216890
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.202951
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.273055
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.151264
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.383988
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.200722
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.303257
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.157777
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178922
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.164796
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.164895
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.148142
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.169934
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.221928
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.334129
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.157004
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.197059
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.226060
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.206551
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.282710
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.176180
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.668830
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.281856
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.186966
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.173301
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.191325
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.287234
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.164864
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.172149
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.152757
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.144996
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.177826
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.169881
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.177351
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.164711
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.202952
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.234443
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.162043
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.188422
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.164645
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.152468
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.185063
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.172684
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.283638
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.194300
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.224930
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.199780
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.222330
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.253471
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.225408
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.207524
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.289752
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.175374
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.235775
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.223573
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.215527
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.215160
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.154291
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.212818
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.658704
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.265375
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.191922
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.238716
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.364534
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.190643
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.148142
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.240032
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.179137
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.161597
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.180505
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.192000
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.655618
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.188361
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.307001
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.155806
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.211554
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.218725
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.222843
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.187945
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.204126
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.223426
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.270227
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.173761
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.220582
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.162113
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.185245
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.152507
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.187057
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.187057
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178265
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.189273
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.160642
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.209550
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.169637
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.198534
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.235778
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.182333
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.177734
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.171129
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.158638
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.171862
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.235294
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.153667
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.228260
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.248492
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.191206
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.175390
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.142378
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.172047
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.188762
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.163773
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.424876
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.152375
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.227879
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.261139
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.266796
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.174594
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.162260
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.279160
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.211260
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.164645
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.185097
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.157922
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.184046
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.184216
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.239180
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.243829
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.427804
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.180935
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.414311
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178250
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.173588
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.165600
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.227922
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.206373
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.206583
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.223396
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.177813
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.254335
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.180802
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.188569
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.173104
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.189699
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.187300
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.242598
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.219500
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.237737
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.259749
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.265209
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.169818
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.224306
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.238604
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.229348
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.180945
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.213541
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.205405
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.218623
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.268018
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.230090
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.189914
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.165354
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.190856
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.196654
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.187672
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.190165
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.196361
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.207817
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.181118
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178885
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.305097
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.171355
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.219371
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.207612
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178236
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.262881
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.383759
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.204909
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.221744
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.278909
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.255881
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.289978
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.180551
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.383020
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.292941
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.149228
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.216384
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.273654
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.212578
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.241690
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.337693
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.228177
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.244562
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.167996
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.230219
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.215300
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.160891
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.240347
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.323362
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.448060
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.192363
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.173803
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.177536
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.182463
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.212219
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.228596
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.403277
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.190973
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.230110
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.227822
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.178945
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.144029
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.146268
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.248066
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.140384
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.167823
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.212914
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.258396
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.216652
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.142177
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.348098
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.172457
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.137259
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.235469
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.246989
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.193870
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.177800
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.203791
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.248239
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.234598
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.205894
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.155910
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.263936
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.163128
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.491175
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.192105
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.298185
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.244157
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.234360
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.225358
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.143693
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.251361
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.261478
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.188412
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.159123
StandardAdaBoost,-,StandardAdaBoost,yeast4,1,0.482716
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.182162
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.183666
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.196182
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.195464
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.170123
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.236302
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.347872
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.254169
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.220021
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.188730
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.204798
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.153786
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.186676
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.206400
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.200493
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.201522
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.174857
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.171086
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.194066
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.214528
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.193113
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.152176
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.217781
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.172676
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.161720
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.226711
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.203112
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.197060
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.285182
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.165914
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.164112
StandardAdaBoost,-,StandardAdaBoost,yeast4,0,0.167719
