@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.249, 1.066, 2.355, -0.791, 0.0, 0
0.306, 1.004, 2.947, -0.928, 0.0, 0
0.495, 2.202, -0.38, -0.156, -0.088, 0
0.171, 0.958, 2.044, -0.762, -0.596, 0
0.38, 2.927, -0.502, 0.367, 0.594, 0
0.1, 0.405, 0.58, 0.849, 0.939, 0
0.87, 2.369, -0.472, -0.198, -0.127, 0
0.972, 1.955, -0.449, 0.295, 0.271, 0
0.493, 1.066, 1.947, -0.443, -0.263, 0
2.181, 1.505, 0.892, 0.698, -0.204, 0
1.422, 2.28, -0.554, -0.21, 0.114, 0
0.437, 1.435, 0.502, 0.303, 0.0, 0
0.267, 1.123, 1.753, -0.485, -0.25, 0
1.048, 1.933, -0.333, -0.127, 0.118, 0
0.159, 0.935, 2.185, -0.991, -0.428, 0
0.193, 0.996, 2.144, -0.867, 0.0, 0
0.69, 2.921, -0.568, -0.222, -0.139, 0
1.461, 1.555, 0.384, 0.271, 0.149, 0
0.19, 1.045, 1.586, -0.476, 0.0, 0
-0.18, 1.99, 0.772, 0.489, -0.208, 0
2.522, 0.476, 0.192, 0.146, -0.051, 0
0.842, 2.641, -0.46, 0.229, -0.123, 0
0.314, 0.497, 1.792, 0.866, 1.159, 0
-0.288, -0.469, -1.22, -1.177, 0.734, 0
2.146, 0.439, 0.159, 0.129, -0.139, 0
0.113, 0.303, 0.498, 2.092, -0.919, 0
0.145, 0.895, 2.319, -0.761, -0.559, 0
0.436, 0.822, 2.479, 1.382, -0.472, 0
0.226, 0.704, 0.719, 1.741, 0.0, 0
0.166, 0.873, 2.163, -0.837, -0.398, 0
0.121, 0.718, 0.396, 0.716, 0.0, 0
1.093, 1.692, 0.445, -0.312, 1.608, 0
0.365, 1.946, -0.279, -0.137, -0.091, 0
1.149, 1.11, -0.174, -0.08, -0.047, 0
0.182, 1.094, 0.858, 1.275, -0.485, 0
0.338, 1.087, 2.791, -0.824, -0.381, 0
0.195, 1.464, 1.667, 0.714, -0.627, 0
0.124, 0.346, 0.598, 2.196, -0.645, 0
0.096, 0.61, 0.542, 0.591, 0.749, 0
3.665, 0.822, -0.158, -0.087, -0.055, 0
0.836, 1.403, -0.26, -0.336, 2.016, 0
1.207, 1.059, -0.208, -0.083, -0.055, 0
0.376, 1.968, 0.657, -0.275, -0.195, 0
2.766, 0.315, 1.166, -0.304, 0.269, 0
0.225, 1.555, 1.428, 0.732, -0.22, 0
0.269, 1.041, 2.988, -0.754, -0.349, 0
0.246, 0.683, 2.489, -0.781, 0.376, 0
0.305, 2.821, -0.423, -0.432, 1.228, 0
0.135, 0.436, -0.691, 1.634, 1.761, 0
1.636, 2.166, 1.094, 0.594, -0.172, 0
0.434, 0.381, 0.882, 0.984, 1.251, 0
1.371, 1.441, -0.287, 0.167, -0.171, 0
1.204, 0.779, 0.25, -0.105, 0.122, 0
0.625, 2.31, -0.523, -0.207, -0.101, 0
1.956, 1.328, 0.82, 0.451, -0.256, 0
0.477, 3.228, -0.618, -0.288, -0.154, 0
1.877, 2.205, -0.484, 0.191, -0.116, 0
0.53, 1.9, 2.119, -0.474, -0.298, 0
0.87, 2.786, 0.874, -0.276, -0.154, 0
0.708, 2.221, -0.545, -0.188, 0.0, 0
0.206, 1.328, 1.4, -0.406, 0.0, 0
0.146, 0.771, 1.573, 1.818, 0.0, 0
3.043, -0.317, 0.15, -0.072, -0.053, 0
1.304, 1.219, -0.234, 0.12, 0.094, 0
3.083, 0.501, -0.135, 0.102, 0.074, 0
0.284, 1.148, 2.085, 1.726, 0.0, 0
1.957, 1.328, 0.82, 0.45, -0.258, 0
1.631, 1.369, -0.275, 0.218, 0.161, 0
0.246, 0.559, 1.911, 1.542, -0.597, 0
0.643, 2.529, 0.955, 0.423, 0.218, 0
0.55, 2.399, 1.564, -0.498, 0.0, 0
0.425, 1.439, 0.424, 0.275, 0.0, 0
0.182, 0.814, 1.867, 1.07, 0.0, 0
0.483, 2.187, 1.504, 0.606, -0.255, 0
2.157, 2.183, -0.357, -0.115, -0.073, 0
0.433, 0.595, 0.98, 2.318, -0.762, 0
3.015, 0.337, -0.117, -0.078, -0.052, 0
0.557, 2.494, -0.423, 0.309, 1.185, 0
1.441, 0.97, 0.396, 0.265, -0.163, 0
2.185, 0.637, -0.117, 0.104, 0.063, 0
3.097, 0.575, 0.228, 0.275, -0.077, 0
0.326, 1.658, 2.22, -0.567, 0.0, 0
2.254, 1.491, 0.895, 0.624, -0.185, 0
2.638, 0.482, 0.179, 0.133, -0.052, 0
1.639, 2.471, -0.466, -0.2, -0.11, 0
2.785, 0.581, 0.279, -0.073, 0.081, 0
1.473, 2.268, -0.362, 0.19, -0.181, 0
1.195, 1.537, -0.344, -0.115, -0.083, 0
0.671, 2.214, -0.494, -0.219, 0.0, 0
1.083, 0.761, -0.153, 0.076, 0.055, 0
0.229, 2.527, -0.58, 0.246, 0.162, 0
2.072, 0.268, -0.11, 0.081, -0.082, 0
0.842, 1.87, -0.342, 0.327, -0.338, 0
2.996, 0.619, 0.134, -0.067, -0.032, 0
0.714, 2.658, -0.467, 0.246, -0.159, 0
3.246, -0.32, -0.14, 0.111, -0.06, 0
0.336, 2.902, -0.662, 0.552, 1.028, 0
2.393, 0.336, -0.094, -0.053, 0.043, 0
0.982, 2.136, -0.403, -0.151, -0.105, 0
2.479, 0.616, -0.1, -0.064, -0.044, 0
0.675, 3.076, 0.902, 0.358, 0.217, 0
0.219, 1.447, 2.493, -0.868, -0.375, 0
0.419, 1.303, 0.851, 0.463, -0.148, 0
0.279, 1.735, 1.006, 0.443, -0.189, 0
0.192, 1.173, 2.29, -0.695, -0.374, 0
0.749, 1.506, -0.321, -0.115, 0.079, 0
0.469, 1.774, -0.391, -0.157, -0.101, 0
0.083, 0.291, 0.288, 0.54, 0.0, 0
0.992, 2.133, -0.294, -0.152, -0.11, 0
3.041, 1.383, -0.265, 0.691, -0.179, 0
0.453, 0.577, 1.37, 1.883, -0.557, 0
1.253, 2.393, -0.461, 0.23, 0.16, 0
1.033, 1.105, -0.254, -0.101, 0.0, 0
0.471, 2.649, -0.587, 1.463, -0.486, 0
0.737, 2.989, 0.968, -0.351, 0.208, 0
0.257, 1.09, 1.917, -0.443, -0.233, 0
0.73, 2.928, -0.496, -0.189, -0.133, 0
1.973, 1.483, -0.319, 0.222, -0.101, 0
0.271, 1.286, 2.305, -0.702, 0.0, 0
1.125, 1.966, -0.354, -0.13, 0.135, 0
0.319, 2.535, -0.471, 0.428, -0.146, 0
1.466, 0.924, -0.172, -0.073, 0.076, 0
2.793, 0.551, 0.577, 0.686, 0.4, 0
1.622, 1.335, -0.202, 0.13, 0.151, 0
1.814, 1.24, -0.234, 0.129, 0.093, 0
0.099, 0.472, 1.064, 1.996, -0.781, 0
0.808, 1.869, 2.019, -0.532, 0.0, 0
0.201, 1.552, 0.829, 0.323, 0.183, 0
1.974, 0.311, -0.082, 0.072, -0.091, 0
0.064, 0.279, 0.342, -0.607, 2.128, 0
0.602, 2.25, -0.543, -0.199, -0.121, 0
1.303, 1.852, -0.364, 0.406, 1.379, 0
0.265, 1.313, 2.753, -0.78, 0.0, 0
0.165, 1.257, 2.274, -0.82, -0.35, 0
0.836, 2.098, 0.519, 0.29, -0.207, 0
1.396, 2.01, -0.286, -0.156, -0.133, 0
0.319, 3.013, -0.563, 0.295, 0.19, 0
0.25, 1.016, 2.009, -0.493, -0.262, 0
0.413, 1.597, 2.578, -0.55, -0.304, 0
0.15, 0.424, 0.742, 1.839, 0.0, 0
0.123, 0.808, 1.178, -0.971, -0.361, 0
0.348, 1.224, 1.643, 0.83, -0.406, 0
0.151, 0.577, 1.302, 1.116, 0.0, 0
0.607, 2.773, -0.348, -0.168, 0.145, 0
1.232, 1.073, -0.213, -0.08, -0.056, 0
0.55, 3.32, -0.606, 0.65, 0.875, 0
0.314, 2.256, 1.035, 0.564, 0.272, 0
0.815, 1.8, -0.29, 0.217, -0.304, 0
0.199, 1.424, 1.878, -0.653, -0.339, 0
2.237, 1.288, 0.45, 0.442, -0.23, 0
0.298, 1.866, 0.955, 2.193, -0.589, 0
0.152, 0.428, 0.846, 2.32, -0.756, 0
0.55, 1.74, 0.854, 0.373, 0.19, 0
0.412, 2.62, 0.73, 0.556, 0.0, 0
-0.199, -0.562, 1.513, 1.824, -0.622, 0
0.521, 3.176, -0.506, 0.324, 0.593, 0
0.339, 1.148, 2.217, -0.623, 0.628, 0
0.991, 1.037, 0.817, 0.308, 0.247, 0
0.404, 2.028, -0.358, -0.176, -0.096, 0
0.252, 2.769, -0.651, 0.331, 0.214, 0
0.25, 1.016, 3.155, -0.745, -0.363, 0
2.936, 0.788, -0.128, 0.093, 0.061, 0
0.346, 0.925, 2.396, 1.064, 0.419, 0
1.209, 1.761, -0.29, 0.176, -0.094, 0
1.004, 2.024, 0.606, 1.205, -0.397, 0
1.89, 1.009, 0.48, 0.366, -0.179, 0
1.722, 0.517, 2.305, -0.586, -0.218, 0
2.746, 0.554, 1.133, -0.278, -0.145, 0
0.241, 0.522, 0.576, -0.368, 0.977, 0
0.57, 1.372, 1.336, 0.604, 1.309, 0
1.087, 1.908, -0.373, 0.25, -0.18, 0
2.686, -0.32, -0.113, -0.081, 0.082, 0
0.229, 1.748, 0.634, 0.259, 0.0, 0
0.126, 0.476, 1.238, 2.343, 0.0, 0
0.438, 0.442, 1.164, 1.157, 0.813, 0
1.16, 1.236, -0.238, -0.093, -0.058, 0
2.761, 0.28, 0.185, 0.21, -0.075, 0
1.095, 1.291, -0.294, -0.132, 0.0, 0
0.286, 1.034, 2.5, -0.732, 0.0, 0
1.023, 1.009, -0.209, -0.085, -0.06, 0
0.89, 3.092, -0.538, 0.417, 0.337, 0
2.039, 1.226, 0.508, 0.35, -0.135, 0
1.29, 2.79, -0.443, -0.266, -0.17, 0
0.6, 2.234, 1.442, -0.237, -0.152, 0
1.642, 1.196, 0.419, -0.148, -0.416, 0
0.626, 2.139, 1.102, -0.32, -0.167, 0
-0.225, 2.158, -0.463, -0.259, 0.0, 0
2.606, -0.26, -0.133, -0.078, 0.108, 0
1.542, 0.721, -0.098, -0.051, 0.052, 0
1.654, 1.517, 0.68, 0.716, 0.826, 0
1.482, 1.573, 0.795, 0.349, 0.318, 0
0.227, 1.27, 1.582, -0.591, -0.315, 0
0.14, 0.589, 1.323, 1.963, -0.621, 0
0.218, 1.072, 1.943, -0.603, -0.226, 0
0.582, 3.252, -0.511, 0.702, -0.25, 0
3.388, -0.334, 0.176, 0.112, -0.06, 0
1.126, 0.591, 0.327, 0.236, -0.176, 0
0.187, 0.744, 0.868, 1.26, -0.578, 0
1.061, 3.173, -0.631, -0.238, 0.162, 0
1.841, 0.911, 0.342, 0.199, -0.323, 0
2.303, 1.264, 0.682, -0.171, 0.19, 0
1.765, 1.217, -0.227, 0.195, 0.164, 0
0.364, 2.186, -0.535, 0.215, 0.149, 0
2.558, 1.196, 1.052, 0.485, -0.143, 0
1.017, 2.179, 1.284, 0.816, -0.228, 0
3.229, 0.694, 0.27, -0.258, 0.607, 0
0.317, 0.745, 1.503, 1.61, 1.167, 0
2.203, 1.252, 0.462, 0.437, -0.235, 0
2.53, -0.211, 0.213, 0.152, -0.059, 0
0.145, 0.331, 0.458, -0.741, 0.0, 0
0.106, 0.458, 0.931, 0.0, 0.0, 0
0.674, 2.122, 0.877, -0.249, -0.126, 0
0.366, 2.989, -0.515, 0.331, -0.133, 0
0.42, 2.394, 1.358, 0.675, 0.0, 0
0.212, 1.237, 0.848, 1.092, -0.437, 0
0.216, 1.037, 2.259, -0.65, 0.0, 0
0.167, 0.752, 1.922, 0.984, 0.0, 0
0.409, 2.816, -0.408, -0.24, -0.165, 0
0.755, 1.277, -0.297, -0.426, 1.903, 0
0.711, 2.448, -0.47, 0.255, 0.166, 0
0.636, 3.198, -0.554, 0.31, 0.274, 0
0.782, 1.778, -0.43, -0.158, 0.108, 0
3.542, -0.331, -0.158, 0.077, 0.064, 0
3.061, 0.583, 0.224, 0.326, -0.088, 0
1.405, 2.724, -0.447, 0.423, 0.299, 0
1.214, 2.723, 0.921, 0.318, -0.138, 0
0.258, 1.825, 0.995, 0.809, -0.344, 0
0.158, 0.281, 0.389, 1.072, 1.464, 0
0.792, 2.015, 0.735, 1.552, -0.427, 0
1.903, 1.271, -0.244, 0.122, 0.098, 0
0.626, 2.386, -0.481, 0.321, -0.136, 0
1.509, 1.922, 0.539, 1.303, -0.333, 0
0.625, 2.852, -0.563, -0.289, -0.176, 0
1.141, 2.928, -0.455, -0.207, -0.138, 0
2.426, 0.954, -0.135, 0.116, 0.083, 0
2.23, 0.488, 0.107, 0.102, -0.044, 0
1.04, 0.784, -0.154, 0.067, 0.0, 0
2.119, 1.064, -0.147, 0.116, -0.062, 0
0.383, 1.004, 2.238, 0.976, 0.544, 0
0.524, 2.625, 0.931, 0.481, -0.194, 0
0.883, 1.942, -0.443, 1.609, -0.483, 0
0.334, 1.78, 1.431, 0.65, -0.232, 0
0.904, 0.617, 1.67, 0.864, 0.585, 0
0.329, 2.302, -0.432, 0.322, -0.117, 0
0.665, 2.972, -0.438, 0.256, -0.126, 0
0.996, 2.348, -0.41, -0.202, 0.0, 0
2.545, 0.316, -0.103, 0.087, 0.062, 0
3.777, 0.592, -0.136, -0.103, -0.056, 0
0.115, 0.375, 0.486, 1.742, 0.0, 0
3.466, 0.481, -0.134, 0.109, 0.077, 0
1.843, 1.023, 0.369, 0.204, -0.137, 0
1.59, 2.24, 0.711, -0.188, 0.197, 0
1.952, 0.499, 0.188, 0.151, -0.149, 0
0.22, 1.327, 1.277, -0.376, -0.236, 0
2.035, 1.726, 0.717, -0.165, 0.153, 0
1.675, 1.764, 1.366, -0.238, -0.117, 0
1.143, 1.855, -0.449, -0.163, -0.106, 0
0.667, 3.055, -0.507, -0.226, -0.128, 0
-0.193, 2.404, 0.942, 0.491, 0.0, 0
1.611, 2.175, 1.114, 0.548, -0.153, 0
0.449, 1.903, -0.309, 0.223, -0.09, 0
0.321, 1.523, 2.036, -0.577, -0.398, 0
2.342, 0.498, 0.256, 0.1, 0.076, 0
0.735, 2.882, 1.014, -0.355, 0.216, 0
0.279, 1.209, 2.547, -0.772, -0.377, 0
1.838, 0.583, -0.084, 0.091, 0.062, 0
0.35, 1.191, 0.628, -0.277, -0.122, 0
0.435, 2.563, 1.044, 0.741, 0.0, 0
0.329, 0.432, 1.607, 1.44, -0.784, 0
0.723, 1.59, -0.364, -0.139, 0.101, 0
3.603, 0.538, 0.434, -0.097, -0.057, 0
0.338, 0.437, 1.708, 1.274, 0.984, 0
0.595, 1.653, -0.345, 0.205, -0.084, 0
2.6, 0.644, 0.221, 0.133, -0.116, 0
2.309, 1.809, -0.363, 0.917, -0.26, 0
0.29, 1.224, 2.774, -0.656, -0.308, 0
0.267, 0.727, 0.677, 1.807, 1.49, 0
0.832, 3.085, -0.599, 0.497, 0.314, 0
1.529, 1.078, -0.154, -0.072, 0.066, 0
0.257, 0.317, 0.61, 2.224, -0.794, 0
0.151, 0.415, 0.501, 2.147, -0.987, 0
0.101, 0.476, 1.097, 2.347, 0.0, 0
2.039, 0.855, 0.166, 0.124, 0.102, 0
0.415, 1.521, 2.727, -0.666, -0.323, 0
0.478, 3.147, -0.605, -0.303, -0.331, 0
-0.309, 0.907, 1.961, -0.659, -0.371, 0
0.136, 0.679, 0.46, 0.663, 0.73, 0
2.089, 0.673, 0.148, 0.194, -0.138, 0
-0.084, 0.438, 1.053, 0.0, 0.0, 0
1.094, 2.253, -0.441, 0.33, 0.929, 0
2.055, 1.169, 0.301, 0.234, -0.066, 0
1.092, 3.108, -0.643, -0.263, 0.162, 0
0.316, 1.224, 1.043, 0.494, -0.539, 0
0.959, 2.757, -0.421, 0.513, 0.83, 0
0.295, 1.883, 1.139, 0.84, -0.434, 0
3.163, -0.265, 0.107, 0.096, -0.086, 0
1.009, 2.476, -0.405, 0.426, 1.02, 0
0.147, 0.502, 0.83, 0.36, -0.184, 0
0.839, 2.26, -0.402, 0.244, 0.172, 0
0.74, 3.439, -0.486, -0.276, 0.284, 0
0.577, 1.909, -0.372, -0.189, -0.148, 0
-0.307, -1.153, -0.601, -0.277, -0.151, 0
0.325, 0.806, 2.461, 1.262, -0.458, 0
2.967, 0.918, 0.8, 0.266, -0.115, 0
0.282, 1.739, 0.825, 0.329, 0.161, 0
0.847, 1.717, 0.516, 0.312, -0.322, 0
0.175, 0.896, 2.265, 0.928, 0.0, 0
1.022, 2.181, 0.53, -0.223, 0.0, 0
2.699, -0.264, -0.105, 0.094, -0.049, 0
0.425, 3.034, -0.423, -0.182, 0.178, 0
0.131, 0.858, 1.839, -0.834, -0.411, 0
1.146, 1.998, 0.64, -0.189, -0.178, 0
3.004, -0.317, 0.165, 0.126, 0.093, 0
1.712, 1.764, 0.375, 0.511, 0.589, 0
0.743, 1.288, 1.955, -0.426, 0.343, 0
2.321, 0.872, 0.503, 1.212, -0.375, 0
0.455, 2.401, -0.457, -0.242, -0.123, 0
-0.221, 3.016, -0.621, -0.33, -0.171, 0
0.351, 0.607, 2.578, 0.819, 0.353, 0
0.437, 0.561, 1.314, 1.811, -0.512, 0
0.087, 0.585, -0.67, 2.38, 0.0, 0
0.56, -1.17, 1.664, -0.599, -0.315, 0
0.918, 0.758, -0.161, 0.075, -0.044, 0
0.958, 1.627, -0.302, 0.193, -0.089, 0
0.361, 2.716, 0.915, -0.475, -0.19, 0
0.27, 1.806, 1.146, 0.434, -0.177, 0
0.928, 1.866, 1.028, -0.282, -0.136, 0
1.482, 2.23, -0.55, -0.209, -0.117, 0
1.824, 0.597, 0.173, 0.117, 0.121, 0
2.547, 0.766, 0.293, 0.747, -0.234, 0
-0.174, 1.629, 1.45, 0.648, 0.387, 0
1.851, 0.249, -0.072, 0.097, -0.074, 0
0.524, 2.902, -0.59, 1.191, -0.328, 0
0.218, 0.816, 1.317, 2.113, -0.655, 0
0.309, 1.464, 1.893, -0.551, 0.0, 0
0.331, 1.72, 0.6, 0.3, -0.119, 0
1.926, 0.811, 0.193, 0.162, 0.171, 0
2.153, 1.127, 0.359, -0.105, -0.062, 0
0.58, 3.373, -0.566, -0.245, -0.146, 0
0.987, 2.4, -0.491, -0.164, -0.109, 0
0.281, 1.518, 3.079, -0.893, -0.362, 0
1.677, 0.791, -0.41, 2.004, -0.434, 0
1.123, 2.281, -0.331, 0.287, -0.174, 0
0.094, 0.508, 1.107, 2.071, -0.789, 0
3.348, -0.276, -0.111, -0.07, -0.053, 0
0.218, 1.149, 2.683, -0.724, -0.426, 0
0.158, 0.825, 1.925, -0.892, -0.4, 0
0.462, 2.139, -0.388, -0.164, -0.089, 0
0.679, 2.033, 1.022, 1.162, -0.432, 0
2.416, 0.88, -0.137, 0.094, -0.035, 0
3.287, 0.685, 0.277, 0.871, -0.201, 0
0.554, 2.594, 0.879, -0.513, 1.205, 0
0.066, 0.28, 0.417, -0.544, 0.0, 0
1.946, 1.19, 0.265, 0.111, -0.065, 0
0.541, 2.888, -0.673, -0.254, -0.152, 0
0.189, 1.314, 1.156, -0.469, 0.0, 0
0.159, 1.123, 1.377, -0.459, -0.178, 0
0.335, 1.056, 1.936, 0.866, -0.264, 0
0.791, 2.125, -0.418, 0.279, -0.188, 0
2.314, 0.674, -0.091, -0.059, 0.048, 0
2.725, 0.297, 0.192, 0.222, -0.084, 0
0.321, 1.628, 2.141, -0.561, -0.275, 0
0.223, 1.533, 2.011, 0.902, 0.0, 0
3.498, 0.468, -0.117, -0.064, -0.041, 0
2.32, 1.249, 0.329, 0.161, -0.075, 0
0.333, 0.408, 1.404, 1.46, -0.751, 0
0.397, 2.703, -0.6, 0.372, 0.0, 0
0.651, 2.527, 0.904, 0.336, 0.0, 0
0.12, 0.342, 0.575, 2.155, -0.634, 0
0.4, 0.945, 2.202, -0.557, -0.306, 0
1.677, 1.266, 0.522, 0.394, -0.206, 0
0.104, 0.508, 1.077, 0.0, 0.0, 0
0.184, 1.364, 1.415, 0.658, -0.626, 0
3.115, 0.571, 0.235, -0.074, -0.043, 0
2.653, 0.448, 0.241, 0.089, 0.092, 0
1.122, 2.532, -0.358, -0.158, 0.272, 0
1.138, 2.163, -0.383, 0.261, -0.189, 0
0.662, 1.514, 1.835, 0.661, -0.229, 0
1.089, 2.187, 1.117, 0.572, 0.85, 0
0.593, 2.737, 0.856, -0.336, 1.173, 0
2.174, 1.091, -0.128, 0.105, 0.076, 0
0.193, 0.363, 0.561, -0.964, 1.578, 0
1.997, 2.309, -0.407, 0.309, 0.533, 0
0.402, 0.617, 1.656, 1.123, -0.363, 0
-0.125, 1.458, 1.659, 0.643, 0.0, 0
0.091, 0.283, 0.337, 0.456, 0.0, 0
0.277, 1.333, 2.228, -0.536, 0.551, 0
0.191, 0.519, 0.724, 2.156, -0.758, 0
0.936, 2.178, 1.747, -0.368, -0.145, 0
0.872, 2.166, 0.597, -0.248, 1.372, 0
0.352, 1.147, 1.63, 0.647, -0.518, 0
1.413, 2.811, 0.737, -0.216, -0.131, 0
0.121, 0.268, 0.467, -0.611, -1.052, 0
1.338, 1.555, 0.496, 0.517, 1.038, 0
1.214, 1.716, -0.243, -0.108, 0.1, 0
0.345, 2.155, -0.48, 0.318, -0.109, 0
0.811, 2.064, -0.454, -0.342, 1.431, 0
0.526, 2.483, 1.42, 0.622, 0.0, 0
3.294, 0.435, -0.123, 0.089, -0.053, 0
2.095, 0.66, -0.09, 0.068, -0.04, 0
0.154, 0.339, 0.454, -0.625, 1.84, 0
0.368, 1.698, 0.81, 0.372, 0.0, 0
0.38, 2.526, 1.04, -0.466, 0.0, 0
1.037, 1.78, -0.256, -0.107, 0.097, 0
0.395, 0.914, 2.53, -0.813, -0.314, 0
2.406, -0.221, 0.216, 0.198, -0.067, 0
0.181, 1.783, 2.053, -0.661, -0.25, 0
0.092, 0.476, 0.321, 0.505, 0.998, 0
0.41, 1.803, 1.288, 0.483, -0.278, 0
0.393, 1.802, -0.275, -0.123, -0.079, 0
1.031, 1.627, -0.29, 0.171, -0.099, 0
0.301, 2.389, 0.648, -0.245, 0.238, 0
0.14, 0.351, 0.563, 0.552, 1.222, 0
1.012, 1.612, -0.3, 0.203, -0.092, 0
1.362, 1.301, 0.486, 0.385, -0.277, 0
0.563, 2.441, 1.527, -0.485, 0.0, 0
0.245, 0.624, 2.375, 1.077, 0.457, 0
1.378, 1.088, 0.484, -0.126, 0.229, 0
0.3, 1.396, 1.661, -0.459, -0.214, 0
0.514, 3.04, -0.689, -0.289, -0.183, 0
0.081, 0.381, 0.553, 0.93, 0.0, 0
0.651, 2.023, 1.176, -0.344, -0.18, 0
0.348, 1.344, 2.678, -0.698, -0.321, 0
0.308, 1.825, -0.458, 0.35, -0.122, 0
1.4, 1.606, 0.361, 0.258, 0.144, 0
0.536, 2.885, 1.008, 0.451, 0.0, 0
1.988, 1.974, 0.622, -0.18, -0.101, 0
0.34, 2.16, -0.488, 0.361, 0.0, 0
0.383, 1.686, 0.65, -0.256, -0.17, 0
1.041, 1.631, 0.505, 0.34, -0.263, 0
0.252, 2.304, 0.993, 0.561, 0.251, 0
3.576, -0.319, -0.124, 0.095, -0.065, 0
0.564, 3.344, -0.606, 0.751, -0.27, 0
0.174, 1.058, 2.666, -0.748, 0.448, 0
0.969, 2.226, -0.436, -0.178, -0.124, 0
0.079, 0.341, 0.514, 0.608, 0.0, 0
0.456, 1.275, 1.554, -0.418, -0.364, 0
0.333, 1.292, 1.023, 0.455, -0.199, 0
0.435, 1.86, 0.716, -0.217, 0.127, 0
-0.148, 1.243, 1.99, -0.757, 0.0, 0
0.137, 0.894, 2.211, -0.765, 0.0, 0
1.162, 0.738, 0.243, 0.208, -0.088, 0
0.095, 0.496, 0.329, 0.523, 1.063, 0
1.854, 0.906, 0.339, 0.2, -0.32, 0
0.301, 1.704, 1.237, 1.884, -0.639, 0
1.312, 1.371, -0.298, -0.131, 0.076, 0
1.31, 2.463, -0.334, -0.148, -0.103, 0
2.242, 1.108, -0.148, 0.11, -0.056, 0
0.221, 1.146, 2.658, -0.742, -0.419, 0
0.147, 0.789, 0.396, 0.672, -0.934, 0
0.436, 3.27, -0.513, 0.338, 0.678, 0
0.174, 0.453, 0.97, 1.701, -0.601, 0
0.638, 3.104, -0.52, -0.249, -0.125, 0
0.323, 1.315, 3.058, -0.834, -0.44, 0
0.178, 1.152, 1.846, -0.477, -0.201, 0
0.212, 0.368, 0.597, 1.029, 0.0, 0
0.373, 1.511, 0.535, 0.323, 0.0, 0
0.243, 1.585, 1.824, 1.145, 1.123, 0
2.317, 0.282, 1.688, -0.397, 0.269, 0
0.693, 3.104, -0.387, 0.303, 0.78, 0
2.544, 0.372, 0.3, -0.081, -0.054, 0
0.352, 1.531, 1.81, 0.97, 1.126, 0
0.293, 1.714, 0.461, 0.22, -0.097, 0
3.343, -0.28, -0.102, 0.077, -0.052, 0
0.233, 1.546, 1.399, 0.716, -0.422, 0
3.279, 0.547, 0.317, 0.463, 0.166, 0
0.351, 2.237, 1.065, -0.617, 1.332, 0
0.264, 1.163, 1.833, -0.512, -0.233, 0
0.541, 2.446, 1.583, -0.44, -0.212, 0
0.093, 0.395, 0.262, -0.461, 1.012, 0
0.245, 0.354, 0.768, 2.27, 0.0, 0
0.229, 2.188, 0.848, 0.521, -0.24, 0
0.368, 1.5, 1.976, -0.459, -0.282, 0
1.007, 2.844, -0.424, 0.422, 0.617, 0
0.161, 0.548, 0.966, 1.674, -0.52, 0
-0.197, 1.972, 0.723, 0.477, 0.0, 0
2.917, 1.008, 0.494, 0.432, 0.385, 0
0.276, 0.904, 2.035, 1.594, 0.0, 0
2.503, 0.461, 0.21, 0.17, -0.065, 0
0.711, 2.712, 1.415, -0.44, -0.2, 0
0.125, 0.311, 0.468, 0.623, -0.857, 0
0.145, 0.715, 1.784, 0.792, 0.0, 0
-0.102, 0.692, 1.585, 1.197, 0.0, 0
1.973, 1.482, -0.319, 0.222, -0.101, 0
0.214, 1.433, 1.771, -0.542, 0.0, 0
0.648, 3.489, -0.54, 0.344, 0.273, 0
0.181, 1.316, 0.821, 0.676, 0.0, 0
0.515, 2.105, 1.592, -0.564, 0.0, 0
1.798, 1.851, -0.275, -0.124, 0.163, 0
2.981, 0.531, -0.134, -0.093, -0.058, 0
1.313, 1.232, 0.433, 0.375, -0.391, 0
3.074, 0.471, -0.12, -0.069, -0.049, 0
0.62, 1.855, -0.297, 0.241, 0.261, 0
2.431, 0.278, 0.102, 0.083, 0.086, 0
0.14, 0.996, 2.233, -0.721, -0.281, 0
1.29, 1.92, -0.346, 0.27, -0.174, 0
0.352, 1.16, 1.638, 0.621, -0.535, 0
0.355, 1.816, 2.572, -0.621, -0.272, 0
-0.104, -0.52, 1.525, -0.945, 0.0, 0
1.129, 2.213, 0.816, 0.65, -0.436, 0
1.674, 1.764, 1.365, -0.238, -0.118, 0
0.205, 0.629, 0.904, 1.653, -0.468, 0
0.476, 2.54, -0.447, -0.222, 0.0, 0
1.508, 1.606, 0.657, 0.801, 0.942, 0
0.231, 0.987, 0.538, 0.437, 0.0, 0
1.295, 2.849, -0.41, 0.284, 0.382, 0
0.339, 1.855, 0.577, 0.288, 0.139, 0
0.648, 2.694, -0.482, -0.24, -0.14, 0
0.363, 0.774, 2.429, 1.578, -0.523, 0
0.89, 1.42, -0.319, -0.097, 0.09, 0
0.238, 0.899, 1.439, 2.113, 0.0, 0
1.158, 2.622, -0.362, -0.159, 0.23, 0
