@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5184, 14.5874, 1.8929, 1.648, 72.4084, 0.0, 9.4246, 0.0, 0.0, positive
1.5193, 14.2262, 1.4292, 1.1589, 72.8146, 0.0, 10.2339, 0.0, 0.0, positive
1.5194, 14.3352, 0.9631, 0.9634, 73.0309, 0.0, 10.5551, 0.0, 0.0, positive
1.5195, 14.4427, 0.0, 0.9967, 73.267, 0.0, 11.1237, 0.0, 0.0, positive
1.5173, 14.8603, 1.9338, 1.444, 72.7952, 0.0, 8.9026, 0.0, 0.0, positive
1.519, 14.9372, 0.6811, 1.5895, 72.6236, 0.0, 10.112, 0.0, 0.0, positive
1.5192, 14.1454, 0.0437, 2.0811, 72.732, 0.0, 10.8613, 0.0, 0.0, positive
1.5186, 14.0929, 2.0215, 1.694, 72.6768, 0.0, 9.4459, 0.0, 0.0, positive
1.5192, 14.8165, 0.4629, 1.2596, 72.8973, 0.0, 10.4665, 0.0, 0.0, positive
1.519, 14.0175, 2.3528, 1.5792, 72.4241, 0.0, 9.5276, 0.0, 0.0, positive
1.5196, 14.5574, 0.0675, 0.5915, 73.4449, 0.0, 11.1599, 0.0, 0.0, positive
1.5191, 14.1848, 0.2632, 2.0354, 72.6967, 0.0, 10.6945, 0.0, 0.0, positive
1.5186, 14.7054, 1.5692, 1.6751, 72.4345, 0.0, 9.5774, 0.0, 0.0, positive
1.5185, 14.1292, 2.1965, 1.6561, 72.6396, 0.0, 9.318, 0.0, 0.0, positive
1.5189, 14.224, 1.5611, 1.3441, 72.9035, 0.0, 9.8696, 0.0, 0.0, positive
1.5192, 14.1541, 1.7376, 1.2882, 72.6714, 0.0, 10.0213, 0.0, 0.0, positive
1.519, 14.7068, 0.5168, 1.8593, 72.5795, 0.0, 10.266, 0.0, 0.0, positive
1.5191, 14.309, 1.1667, 1.1459, 73.0486, 0.0, 10.2105, 0.0, 0.0, positive
1.5189, 14.9821, 0.8102, 1.7385, 72.4957, 0.0, 9.9355, 0.0, 0.0, positive
1.5186, 14.3569, 1.4967, 1.7756, 72.4994, 0.0, 9.7999, 0.0, 0.0, positive
1.5161, 15.1664, 1.4734, 1.2285, 73.5685, 0.0, 8.4476, 0.0, 0.0, positive
1.5153, 15.533, 1.2294, 1.0816, 73.8735, 0.0, 8.1492, 0.0, 0.0, positive
1.5126, 16.7342, 0.4299, 0.6002, 74.8728, 0.0, 7.1715, 0.0, 0.0, positive
1.5183, 14.3977, 2.2322, 1.626, 72.4297, 0.0, 9.2715, 0.0, 0.0, positive
1.519, 14.004, 2.3837, 1.5637, 72.3768, 0.0, 9.5663, 0.0, 0.0, positive
1.5186, 14.2768, 1.8971, 1.6774, 72.6354, 0.0, 9.4553, 0.0, 0.0, positive
1.5149, 15.8346, 1.1861, 1.0177, 73.8062, 0.0, 8.03, 0.0, 0.0, positive
1.5186, 14.1076, 2.1012, 1.6155, 72.7047, 0.0, 9.4028, 0.0, 0.0, positive
1.5184, 14.4676, 2.0853, 1.5456, 72.4564, 0.0, 9.3962, 0.0, 0.0, positive
1.519, 14.5134, 1.0557, 1.0587, 72.9608, 0.0, 10.2962, 0.0, 0.0, positive
1.5188, 14.8854, 0.9485, 1.7314, 72.5186, 0.0, 9.8752, 0.0, 0.0, positive
1.5187, 14.3304, 1.3066, 1.8156, 72.5298, 0.0, 9.9378, 0.0, 0.0, positive
1.5191, 14.0766, 2.069, 1.4271, 72.5176, 0.0, 9.7929, 0.0, 0.0, positive
1.5193, 14.1898, 1.5846, 1.224, 72.7424, 0.0, 10.1267, 0.0, 0.0, positive
1.5183, 14.4239, 2.2356, 1.6231, 72.4091, 0.0, 9.2669, 0.0, 0.0, positive
1.5189, 14.0301, 2.324, 1.5937, 72.4682, 0.0, 9.4916, 0.0, 0.0, positive
1.5178, 14.6563, 2.0904, 1.5333, 72.5834, 0.0, 9.0853, 0.0, 0.0, positive
1.5188, 14.172, 2.3337, 1.5826, 72.3734, 0.0, 9.4568, 0.0, 0.0, positive
1.5185, 14.6392, 1.7506, 1.6599, 72.4199, 0.0, 9.4917, 0.0, 0.0, positive
1.5184, 14.3439, 2.225, 1.632, 72.4717, 0.0, 9.2808, 0.0, 0.0, positive
1.5192, 14.1474, 0.0111, 2.0883, 72.7371, 0.0, 10.8792, 0.0, 0.0, positive
1.5184, 14.537, 2.0311, 1.6364, 72.3973, 0.0, 9.3594, 0.0, 0.0, positive
1.5187, 14.611, 1.3762, 1.7071, 72.5713, 0.0, 9.6859, 0.0, 0.0, positive
1.519, 14.4961, 1.5867, 1.6508, 72.4335, 0.0, 9.7605, 0.0, 0.0, positive
1.5186, 14.2925, 1.8727, 1.6788, 72.6324, 0.0, 9.466, 0.0, 0.0, positive
1.5187, 14.5259, 1.5089, 1.6995, 72.5876, 0.0, 9.6271, 0.0, 0.0, positive
1.5163, 15.165, 1.5662, 1.1411, 73.4162, 0.0, 8.5648, 0.0, 0.0, positive
1.5186, 14.1226, 2.0317, 1.5806, 72.7303, 0.0, 9.4629, 0.0, 0.0, positive
1.5191, 14.101, 0.7686, 1.9204, 72.6199, 0.0, 10.4629, 0.0, 0.0, positive
1.5188, 14.1172, 1.1294, 1.8691, 72.7042, 0.0, 10.0811, 0.0, 0.0, positive
1.5186, 14.3448, 1.4102, 1.7938, 72.5132, 0.0, 9.8627, 0.0, 0.0, positive
1.5195, 14.6826, 0.2208, 0.8935, 73.201, 0.0, 10.86, 0.0, 0.0, positive
1.5194, 14.3643, 0.0, 1.2881, 73.1263, 0.0, 11.0602, 0.0, 0.0, positive
1.5188, 14.6908, 1.2519, 1.7141, 72.5559, 0.0, 9.7409, 0.0, 0.0, positive
1.5188, 14.269, 0.8663, 1.9084, 72.6002, 0.0, 10.2571, 0.0, 0.0, positive
1.5186, 14.7835, 1.3548, 1.693, 72.4518, 0.0, 9.6785, 0.0, 0.0, positive
1.5188, 14.8875, 1.0697, 1.7168, 72.4748, 0.0, 9.8131, 0.0, 0.0, positive
1.5191, 14.0283, 1.9566, 1.657, 72.436, 0.0, 9.81, 0.0, 0.0, positive
1.5193, 14.7495, 0.3418, 1.0764, 73.0493, 0.0, 10.6634, 0.0, 0.0, positive
1.5128, 16.6929, 0.5273, 0.642, 74.697, 0.0, 7.2613, 0.0, 0.0, positive
1.5197, 14.5726, 0.0221, 0.5931, 73.4502, 0.0, 11.1829, 0.0, 0.0, positive
1.5186, 14.095, 1.9427, 1.7094, 72.6792, 0.0, 9.502, 0.0, 0.0, positive
1.5183, 14.4754, 2.2002, 1.6223, 72.3837, 0.0, 9.2796, 0.0, 0.0, positive
1.5144, 16.3111, 0.0, 0.4241, 74.6776, 0.0, 8.3796, 0.0, 0.0, positive
1.5188, 14.8506, 1.0027, 1.7283, 72.5253, 0.0, 9.8512, 0.0, 0.0, positive
