@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5188, 14.7134, 1.2166, 1.7161, 72.5516, 0.0, 9.7565, 0.0, 0.0, positive
1.5189, 14.0646, 2.3411, 1.3653, 72.6049, 0.0, 9.5587, 0.0, 0.0, positive
1.519, 13.9225, 2.313, 1.3993, 72.7212, 0.0, 9.5695, 0.0, 0.0, positive
1.5192, 14.2769, 1.7505, 1.4126, 72.6545, 0.0, 9.8404, 0.0, 0.0, positive
1.5195, 14.2125, 1.0873, 0.8434, 73.1547, 0.0, 10.5638, 0.0, 0.0, positive
1.5125, 16.9517, 0.1402, 0.5924, 74.8876, 0.0, 7.2385, 0.0, 0.0, positive
1.5156, 15.5421, 1.4105, 1.1457, 73.5027, 0.0, 8.292, 0.0, 0.0, positive
1.5192, 14.1529, 0.0341, 2.0836, 72.7333, 0.0, 10.8606, 0.0, 0.0, positive
1.5159, 15.264, 1.4085, 1.1894, 73.6497, 0.0, 8.3681, 0.0, 0.0, positive
1.5192, 14.811, 0.4529, 1.2445, 72.9098, 0.0, 10.4828, 0.0, 0.0, positive
1.5188, 14.7496, 1.1601, 1.7194, 72.5446, 0.0, 9.7815, 0.0, 0.0, positive
1.5192, 14.2008, 1.8535, 1.3777, 72.6711, 0.0, 9.8289, 0.0, 0.0, positive
1.5173, 14.8309, 1.0438, 1.6857, 73.058, 0.0, 9.3054, 0.0, 0.0, positive
1.5188, 14.0064, 2.2513, 1.5317, 72.6961, 0.0, 9.4457, 0.0, 0.0, positive
1.5192, 14.1521, 0.0037, 2.0892, 72.7377, 0.0, 10.8809, 0.0, 0.0, positive
1.5116, 16.6704, 0.415, 0.6266, 75.2046, 0.0, 6.8714, 0.0, 0.0, positive
1.5123, 15.5975, 1.0423, 1.0577, 74.894, 0.0, 7.2124, 0.0, 0.0, positive
1.5194, 14.3143, 0.0, 1.4735, 73.0368, 0.0, 11.0198, 0.0, 0.0, positive
1.5134, 16.6986, 0.223, 0.7408, 74.5789, 0.0, 7.5887, 0.0, 0.0, positive
1.5184, 14.4179, 1.9338, 1.6835, 72.4295, 0.0, 9.483, 0.0, 0.0, positive
1.5186, 14.0959, 1.9102, 1.7158, 72.6802, 0.0, 9.5252, 0.0, 0.0, positive
1.5189, 14.9707, 0.811, 1.7308, 72.5028, 0.0, 9.9459, 0.0, 0.0, positive
1.5186, 14.1583, 2.082, 1.6669, 72.6582, 0.0, 9.3734, 0.0, 0.0, positive
1.5188, 14.1126, 1.2983, 1.8359, 72.699, 0.0, 9.9608, 0.0, 0.0, positive
1.5185, 14.1559, 2.2001, 1.6531, 72.6187, 0.0, 9.3134, 0.0, 0.0, positive
1.5132, 14.3824, 1.7623, 1.5282, 74.4938, 0.0, 7.6582, 0.0, 0.0, positive
1.5192, 14.1059, 0.2832, 1.9849, 72.7414, 0.0, 10.7539, 0.0, 0.0, positive
1.519, 13.9267, 2.3099, 1.4059, 72.72, 0.0, 9.5633, 0.0, 0.0, positive
1.5186, 14.0554, 2.2153, 1.6088, 72.6814, 0.0, 9.3736, 0.0, 0.0, positive
1.5195, 14.0108, 1.7179, 1.0079, 72.9673, 0.0, 10.1839, 0.0, 0.0, positive
1.5125, 15.2128, 1.2673, 1.2123, 74.7827, 0.0, 7.3347, 0.0, 0.0, positive
1.5191, 14.4339, 0.2644, 1.9724, 72.6573, 0.0, 10.5685, 0.0, 0.0, positive
1.5195, 14.1497, 1.2838, 0.8946, 73.0963, 0.0, 10.4454, 0.0, 0.0, positive
1.5189, 14.9687, 0.8136, 1.73, 72.5032, 0.0, 9.9456, 0.0, 0.0, positive
1.5194, 14.7039, 0.2594, 0.9518, 73.1527, 0.0, 10.7974, 0.0, 0.0, positive
1.5159, 15.4168, 1.5067, 1.2005, 73.3727, 0.0, 8.4042, 0.0, 0.0, positive
1.5152, 15.7419, 1.2572, 1.0582, 73.7101, 0.0, 8.113, 0.0, 0.0, positive
1.5125, 16.8073, 0.4396, 0.592, 74.8156, 0.0, 7.1588, 0.0, 0.0, positive
1.5192, 13.8396, 2.3739, 1.2686, 72.746, 0.0, 9.6916, 0.0, 0.0, positive
1.5189, 14.9713, 0.7615, 1.7498, 72.5041, 0.0, 9.9728, 0.0, 0.0, positive
1.5183, 14.383, 2.2302, 1.6276, 72.4411, 0.0, 9.274, 0.0, 0.0, positive
1.5186, 14.7423, 1.468, 1.6835, 72.4427, 0.0, 9.6251, 0.0, 0.0, positive
1.5191, 14.1456, 0.0899, 2.0732, 72.736, 0.0, 10.8213, 0.0, 0.0, positive
1.5183, 15.158, 0.7271, 1.644, 72.6997, 0.0, 9.7204, 0.0, 0.0, positive
1.5187, 14.3134, 1.1849, 1.8413, 72.5493, 0.0, 10.0261, 0.0, 0.0, positive
1.5195, 14.5486, 0.2658, 0.6853, 73.3478, 0.0, 10.9866, 0.0, 0.0, positive
1.5189, 14.5022, 1.3066, 1.1774, 72.8379, 0.0, 10.0769, 0.0, 0.0, positive
1.5188, 14.8716, 0.9699, 1.7302, 72.5212, 0.0, 9.8657, 0.0, 0.0, positive
1.5191, 14.8472, 0.5183, 1.3433, 72.8279, 0.0, 10.3766, 0.0, 0.0, positive
1.5196, 14.5138, 0.216, 0.6682, 73.3985, 0.0, 11.0322, 0.0, 0.0, positive
1.519, 14.1285, 0.7175, 1.95, 72.7168, 0.0, 10.3744, 0.0, 0.0, positive
1.5113, 17.1804, 0.1167, 0.4216, 75.3522, 0.0, 6.7093, 0.0, 0.0, positive
1.5191, 13.9, 2.3295, 1.3639, 72.728, 0.0, 9.6026, 0.0, 0.0, positive
1.5191, 14.4316, 0.2623, 1.9733, 72.658, 0.0, 10.5711, 0.0, 0.0, positive
1.5147, 14.3028, 1.8829, 1.5769, 73.9595, 0.0, 8.1358, 0.0, 0.0, positive
1.5188, 15.0038, 0.7776, 1.7344, 72.5116, 0.0, 9.9338, 0.0, 0.0, positive
1.5138, 14.4094, 1.8136, 1.5502, 74.2366, 0.0, 7.8321, 0.0, 0.0, positive
1.5192, 14.2969, 1.7234, 1.4218, 72.6501, 0.0, 9.8435, 0.0, 0.0, positive
1.519, 13.9383, 2.3014, 1.4242, 72.7165, 0.0, 9.5462, 0.0, 0.0, positive
1.5143, 14.5344, 1.5251, 1.5844, 74.0848, 0.0, 8.1249, 0.0, 0.0, positive
1.5191, 14.3714, 1.6224, 1.456, 72.6338, 0.0, 9.8548, 0.0, 0.0, positive
1.5188, 14.6812, 1.2667, 1.7133, 72.5578, 0.0, 9.7343, 0.0, 0.0, positive
1.5135, 14.3563, 1.7908, 1.5132, 74.4176, 0.0, 7.7509, 0.0, 0.0, positive
1.5187, 14.8215, 1.2508, 1.7017, 72.4602, 0.0, 9.7276, 0.0, 0.0, positive
