@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5154, 14.2399, 2.0028, 1.5477, 73.6693, 0.0, 8.391, 0.0, 0.0, positive
1.5195, 14.4427, 0.0, 0.9967, 73.267, 0.0, 11.1237, 0.0, 0.0, positive
1.5186, 14.0473, 2.2212, 1.5961, 72.6839, 0.0, 9.3855, 0.0, 0.0, positive
1.5138, 14.3684, 1.5188, 1.6095, 74.3157, 0.0, 8.0149, 0.0, 0.0, positive
1.5192, 14.1415, 0.0441, 2.0743, 72.7392, 0.0, 10.8649, 0.0, 0.0, positive
1.5191, 14.0131, 2.2038, 1.6022, 72.3978, 0.0, 9.6742, 0.0, 0.0, positive
1.5155, 14.2978, 1.0323, 1.7637, 73.8106, 0.0, 8.9343, 0.0, 0.0, positive
1.519, 14.0175, 2.3528, 1.5792, 72.4241, 0.0, 9.5276, 0.0, 0.0, positive
1.5191, 14.1575, 0.0675, 2.0766, 72.728, 0.0, 10.8364, 0.0, 0.0, positive
1.5136, 14.4078, 1.8007, 1.5481, 74.293, 0.0, 7.7887, 0.0, 0.0, positive
1.5158, 14.4331, 2.0112, 1.582, 73.3774, 0.0, 8.4933, 0.0, 0.0, positive
1.5185, 14.1292, 2.1965, 1.6561, 72.6396, 0.0, 9.318, 0.0, 0.0, positive
1.5189, 14.224, 1.5611, 1.3441, 72.9035, 0.0, 9.8696, 0.0, 0.0, positive
1.5174, 14.1106, 2.2125, 1.555, 72.9629, 0.0, 9.033, 0.0, 0.0, positive
1.5195, 14.4209, 0.0, 1.0779, 73.2278, 0.0, 11.106, 0.0, 0.0, positive
1.5191, 14.309, 1.1667, 1.1459, 73.0486, 0.0, 10.2105, 0.0, 0.0, positive
1.5194, 13.8023, 2.4077, 1.1973, 72.7536, 0.0, 9.7562, 0.0, 0.0, positive
1.5186, 14.3569, 1.4967, 1.7756, 72.4994, 0.0, 9.7999, 0.0, 0.0, positive
1.5186, 14.2407, 2.2964, 1.4781, 72.5051, 0.0, 9.4262, 0.0, 0.0, positive
1.5188, 14.1659, 2.3154, 1.4302, 72.5475, 0.0, 9.4825, 0.0, 0.0, positive
1.5192, 13.9208, 2.3777, 1.2732, 72.6865, 0.0, 9.6671, 0.0, 0.0, positive
1.5183, 14.3977, 2.2322, 1.626, 72.4297, 0.0, 9.2715, 0.0, 0.0, positive
1.519, 14.004, 2.3837, 1.5637, 72.3768, 0.0, 9.5663, 0.0, 0.0, positive
1.5187, 14.0258, 2.237, 1.5623, 72.6903, 0.0, 9.4171, 0.0, 0.0, positive
1.5189, 13.9474, 2.2947, 1.4386, 72.7138, 0.0, 9.5327, 0.0, 0.0, positive
1.5186, 14.0907, 2.1012, 1.6783, 72.6744, 0.0, 9.3891, 0.0, 0.0, positive
1.5184, 14.4676, 2.0853, 1.5456, 72.4564, 0.0, 9.3962, 0.0, 0.0, positive
1.519, 14.5134, 1.0557, 1.0587, 72.9608, 0.0, 10.2962, 0.0, 0.0, positive
1.5138, 14.3282, 1.8215, 1.4972, 74.3357, 0.0, 7.8506, 0.0, 0.0, positive
1.5187, 14.3304, 1.3066, 1.8156, 72.5298, 0.0, 9.9378, 0.0, 0.0, positive
1.5191, 14.0766, 2.069, 1.4271, 72.5176, 0.0, 9.7929, 0.0, 0.0, positive
1.517, 14.1361, 2.171, 1.5536, 73.1025, 0.0, 8.9062, 0.0, 0.0, positive
1.5183, 14.4239, 2.2356, 1.6231, 72.4091, 0.0, 9.2669, 0.0, 0.0, positive
1.5189, 14.0301, 2.324, 1.5937, 72.4682, 0.0, 9.4916, 0.0, 0.0, positive
1.5186, 14.0682, 2.2059, 1.629, 72.6776, 0.0, 9.3547, 0.0, 0.0, positive
1.5188, 14.172, 2.3337, 1.5826, 72.3734, 0.0, 9.4568, 0.0, 0.0, positive
1.5186, 14.2352, 2.2978, 1.4745, 72.5082, 0.0, 9.4303, 0.0, 0.0, positive
1.5184, 14.3439, 2.225, 1.632, 72.4717, 0.0, 9.2808, 0.0, 0.0, positive
1.5192, 14.1474, 0.0111, 2.0883, 72.7371, 0.0, 10.8792, 0.0, 0.0, positive
1.5184, 14.3643, 2.265, 1.5572, 72.435, 0.0, 9.3331, 0.0, 0.0, positive
1.5157, 14.1426, 2.0244, 1.391, 73.7938, 0.0, 8.5099, 0.0, 0.0, positive
1.5192, 13.8956, 2.3999, 1.3754, 72.5648, 0.0, 9.6692, 0.0, 0.0, positive
1.5187, 14.0207, 2.2408, 1.5541, 72.6918, 0.0, 9.4247, 0.0, 0.0, positive
1.5189, 13.9434, 2.2976, 1.4323, 72.715, 0.0, 9.5386, 0.0, 0.0, positive
1.5152, 14.1901, 1.9725, 1.4182, 73.9325, 0.0, 8.3412, 0.0, 0.0, positive
1.5186, 14.0926, 2.0317, 1.692, 72.6765, 0.0, 9.4386, 0.0, 0.0, positive
1.5191, 14.101, 0.7686, 1.9204, 72.6199, 0.0, 10.4629, 0.0, 0.0, positive
1.5191, 14.0727, 1.2313, 1.8178, 72.5483, 0.0, 10.2087, 0.0, 0.0, positive
1.5186, 14.3448, 1.4102, 1.7938, 72.5132, 0.0, 9.8627, 0.0, 0.0, positive
1.5174, 14.2195, 0.4924, 1.9348, 73.25, 0.0, 9.9547, 0.0, 0.0, positive
1.5194, 14.3643, 0.0, 1.2881, 73.1263, 0.0, 11.0602, 0.0, 0.0, positive
1.5191, 13.8889, 2.3377, 1.3463, 72.7313, 0.0, 9.619, 0.0, 0.0, positive
1.5188, 14.269, 0.8663, 1.9084, 72.6002, 0.0, 10.2571, 0.0, 0.0, positive
1.5189, 14.053, 2.3441, 1.3579, 72.6115, 0.0, 9.5675, 0.0, 0.0, positive
1.514, 14.4126, 1.8406, 1.5546, 74.1192, 0.0, 7.9225, 0.0, 0.0, positive
1.5193, 13.854, 1.975, 1.3519, 72.7571, 0.0, 9.9687, 0.0, 0.0, positive
1.5196, 14.2229, 1.0548, 0.8349, 73.1644, 0.0, 10.5834, 0.0, 0.0, positive
1.5192, 13.8594, 2.3594, 1.2999, 72.7401, 0.0, 9.6625, 0.0, 0.0, positive
1.519, 14.1553, 0.0493, 2.0752, 72.79, 0.0, 10.7921, 0.0, 0.0, positive
1.5191, 14.0184, 2.1178, 1.6212, 72.4111, 0.0, 9.7214, 0.0, 0.0, positive
1.5181, 14.459, 2.2267, 1.6167, 72.4403, 0.0, 9.2144, 0.0, 0.0, positive
1.5193, 13.9251, 1.497, 1.5308, 72.7527, 0.0, 10.1905, 0.0, 0.0, positive
1.5192, 13.836, 2.3766, 1.2629, 72.7471, 0.0, 9.697, 0.0, 0.0, positive
