@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.886, 2.959, -0.421, -0.184, -0.124, 0
0.81, 1.545, -0.303, 0.181, -0.087, 0
0.557, 2.04, 0.945, -0.511, 1.753, 0
2.745, 0.709, 0.387, 0.406, -0.129, 0
0.853, 0.786, -0.195, -0.065, 0.062, 0
0.228, 0.46, 1.628, 1.282, 0.712, 0
0.536, 1.153, 1.271, -0.303, 0.253, 0
1.09, 1.973, -0.415, 0.189, -0.112, 0
1.369, 2.204, -0.365, 0.252, 0.183, 0
0.275, 1.133, 1.375, -0.478, 0.0, 0
2.558, 1.196, 1.052, 0.485, -0.143, 0
1.825, 0.588, 0.146, 0.207, -0.123, 0
1.095, 1.291, -0.294, -0.132, 0.0, 0
0.203, 1.211, 1.85, -0.578, -0.233, 0
0.226, 1.816, -0.381, 0.327, -0.119, 0
2.631, 1.024, 0.564, 0.812, 0.315, 0
1.553, 1.483, 0.646, -0.188, -0.119, 0
1.55, 2.107, 0.583, 0.809, 0.411, 0
-0.099, 1.137, 2.58, -0.724, 0.0, 0
1.93, 0.936, 0.46, 1.76, -0.348, 0
0.266, 1.2, -0.279, -0.142, -0.089, 0
0.356, 3.227, -0.407, 0.395, 0.814, 0
1.01, 0.987, -0.24, -0.096, 0.0, 0
0.792, 2.117, -0.322, 0.234, 0.161, 0
1.18, 0.843, 0.243, 0.104, 0.104, 0
0.18, 0.944, 2.27, -0.601, 0.0, 0
0.531, 2.74, 1.17, -0.316, 0.0, 0
0.74, 3.439, -0.486, -0.276, 0.284, 0
1.793, 1.773, 0.742, 1.043, -0.324, 0
0.083, 0.345, 0.349, 1.171, 1.321, 0
0.279, 2.745, -0.406, 0.231, 0.161, 0
1.441, 0.97, 0.396, 0.265, -0.163, 0
0.651, 2.655, 0.991, 0.575, -0.228, 0
0.52, 1.822, 0.784, 0.287, 0.271, 0
-0.554, 1.179, -0.698, -0.294, -0.148, 0
0.265, 1.442, 0.681, 0.306, 0.115, 0
2.119, 1.064, -0.147, 0.116, -0.062, 0
0.225, 1.075, 2.367, -0.734, 0.0, 0
0.375, 2.555, -0.47, 0.26, 0.0, 0
1.108, 1.63, 0.42, -0.32, 1.796, 0
0.499, 1.921, -0.791, -0.35, 0.217, 0
0.649, 1.762, 1.497, -0.448, -0.482, 0
0.486, 2.458, -0.453, -0.202, 0.0, 0
1.171, 1.334, -0.216, -0.094, 0.087, 0
2.254, 1.491, 0.895, 0.624, -0.185, 0
0.959, 1.399, -0.252, -0.1, -0.055, 0
0.268, 1.333, 2.89, -0.748, 0.0, 0
-0.158, 2.19, 1.004, -0.51, 0.0, 0
0.517, 2.602, 1.078, 0.534, -0.177, 0
1.041, 1.631, 0.505, 0.34, -0.263, 0
0.216, 0.365, 0.371, 0.981, 1.464, 0
0.486, 1.088, 2.141, 1.099, 0.467, 0
2.891, -0.298, -0.102, 0.079, -0.057, 0
0.182, 0.933, 2.414, 0.965, -0.41, 0
1.349, 2.589, -0.44, 0.251, 0.441, 0
1.638, 1.722, 1.509, -0.338, -0.16, 0
1.903, 0.797, 0.211, 0.146, -0.076, 0
2.815, 0.729, -0.147, 0.22, -0.088, 0
3.43, 0.548, 0.239, 0.161, 0.286, 0
0.193, 0.363, 0.561, -0.964, 1.578, 0
0.864, 2.681, -0.484, -0.181, -0.12, 0
0.043, 0.276, 0.423, -0.545, 0.0, 0
3.041, 0.446, -0.122, 0.089, 0.077, 0
0.934, 3.018, -0.484, 0.233, 0.581, 0
0.361, 1.791, 0.522, 0.264, 0.132, 0
2.064, 0.657, -0.111, 0.107, 0.074, 0
0.285, 1.068, 2.042, 1.394, -0.447, 0
0.563, 1.967, 2.317, -0.589, -0.3, 0
2.92, 0.446, -0.105, 0.08, -0.049, 0
3.085, -0.229, -0.104, 0.071, 0.065, 0
3.172, 0.774, -0.207, -0.092, -0.056, 0
0.257, 1.09, 1.917, -0.443, -0.233, 0
0.234, 0.973, 2.176, 1.023, -0.353, 0
2.466, 0.78, 0.364, -0.118, -0.06, 0
0.67, 1.848, -0.283, -0.135, -0.075, 0
2.055, 1.155, 0.3, 0.227, -0.065, 0
0.841, 1.726, 0.504, 0.306, -0.309, 0
0.148, 0.329, 0.459, -0.732, 1.514, 0
0.453, 1.001, 2.247, -0.508, -0.21, 0
-0.887, 0.963, -0.431, -0.154, -0.076, 0
0.55, 1.74, 0.854, 0.373, 0.19, 0
2.09, 0.618, -0.098, 0.068, -0.039, 0
1.841, 0.911, 0.342, 0.199, -0.323, 0
0.601, 1.861, -0.414, -0.225, 0.0, 0
0.333, 1.645, 1.533, 0.638, 0.0, 0
0.812, 3.116, -0.483, 0.786, -0.227, 0
0.456, 2.64, -0.604, -0.238, -0.123, 0
0.311, 2.065, -0.493, 0.34, 0.0, 0
0.165, 0.954, 1.718, 2.003, 0.0, 0
2.092, 1.178, 0.318, 0.242, -0.067, 0
0.883, 2.215, -0.452, 0.337, -0.215, 0
0.191, 0.609, 1.806, 0.81, 1.11, 0
0.493, 1.066, 1.947, -0.443, -0.263, 0
1.653, 0.732, -0.095, 0.065, 0.047, 0
0.489, 3.375, -0.55, 0.611, -0.189, 0
0.6, 2.234, 1.442, -0.237, -0.152, 0
0.461, 1.913, 0.667, 0.247, -0.095, 0
-0.22, 3.101, -0.64, -0.313, -0.165, 0
0.469, 1.774, -0.391, -0.157, -0.101, 0
0.212, 1.23, 1.895, -0.561, 0.0, 0
0.382, 1.752, 0.792, 0.371, -0.183, 0
1.065, 2.259, -0.485, 0.252, 0.343, 0
0.872, 2.166, 0.597, -0.248, 1.372, 0
0.14, 0.589, 1.323, 1.963, -0.621, 0
2.799, 1.275, -0.243, 0.725, -0.236, 0
1.893, 0.464, 0.43, 0.257, 0.292, 0
0.805, 1.398, 0.578, 0.222, 0.206, 0
0.635, 3.054, 0.796, 0.31, 0.201, 0
0.177, 1.241, 1.328, -0.472, -0.209, 0
0.347, 2.162, -0.536, 0.423, -0.164, 0
2.539, 1.247, -0.263, 0.146, 0.269, 0
1.109, 2.796, -0.443, -0.199, 0.278, 0
1.086, 1.046, 0.254, 0.202, -0.089, 0
1.12, 1.599, 0.512, 0.329, -0.275, 0
0.278, 1.8, 1.051, 0.468, -0.191, 0
2.843, 0.346, 0.273, 0.154, -0.08, 0
0.175, 0.478, 0.669, -0.757, 1.83, 0
0.496, 1.938, 2.365, -0.645, -0.329, 0
0.144, 0.875, 1.999, 1.127, -0.534, 0
0.625, 2.852, -0.563, -0.289, -0.176, 0
0.724, 2.438, -0.479, 0.3, -0.289, 0
0.098, 0.381, 0.279, -0.469, 0.0, 0
0.342, 2.526, 0.737, -0.533, 0.0, 0
0.822, 2.76, -0.373, -0.166, -0.126, 0
3.58, 0.496, 0.327, 0.344, -0.119, 0
0.346, 0.925, 2.396, 1.064, 0.419, 0
3.347, 0.482, 0.237, 0.666, -0.18, 0
1.875, 2.182, 0.752, -0.222, 0.152, 0
0.128, 0.351, 0.582, 2.105, -0.626, 0
0.273, 2.073, 0.627, 0.313, 0.0, 0
1.207, 1.576, -0.268, 0.337, 1.366, 0
0.761, 1.655, -0.413, -0.175, -0.078, 0
0.357, 1.56, 2.372, -0.658, 0.0, 0
2.424, -0.251, 0.513, 1.239, -0.32, 0
0.193, 2.092, 1.05, -0.462, 0.0, 0
3.209, 0.79, 0.242, 0.703, -0.28, 0
0.247, 1.554, 0.687, 0.275, 0.163, 0
2.761, 0.28, 0.185, 0.21, -0.075, 0
2.115, 1.932, 0.919, -0.192, 0.148, 0
1.044, 2.496, -0.379, -0.155, -0.107, 0
0.339, 1.547, 1.298, -0.443, 0.0, 0
1.547, 1.178, -0.218, 0.128, 0.071, 0
0.578, 2.614, 0.866, 0.512, 1.169, 0
0.598, 2.118, 1.005, -0.487, 1.555, 0
0.118, 0.561, 1.243, 2.211, 0.0, 0
0.401, -1.038, -1.317, -0.736, -0.35, 0
0.34, 0.428, 1.703, 1.236, 1.018, 0
0.269, 1.041, 2.988, -0.754, -0.349, 0
1.479, 0.879, 0.306, 0.208, -0.094, 0
0.083, 0.282, 0.248, 0.402, 0.0, 0
1.973, 1.483, -0.319, 0.222, -0.101, 0
1.294, 1.194, -0.215, 0.114, 0.095, 0
1.499, 2.131, -0.409, 0.323, 0.803, 0
2.141, 0.78, -0.144, 0.084, 0.088, 0
0.313, 1.268, 2.852, -0.841, -0.445, 0
1.181, 1.305, 0.699, 1.809, -0.499, 0
0.877, 0.813, -0.184, -0.065, 0.067, 0
0.276, 0.904, 2.035, 1.594, 0.0, 0
1.461, 1.555, 0.384, 0.271, 0.149, 0
0.373, 1.511, 0.535, 0.323, 0.0, 0
0.229, 2.375, 1.125, -0.488, -0.223, 0
0.34, 1.238, 1.114, 0.45, -0.544, 0
0.716, 1.208, -0.218, -0.094, -0.05, 0
0.274, 3.21, -0.507, 0.411, 0.834, 0
0.412, 1.999, -0.332, -0.174, -0.087, 0
0.344, 0.931, 2.588, -1.01, -0.41, 0
0.555, 2.696, -0.693, -0.288, 0.0, 0
0.048, 0.234, 0.294, 0.469, -1.092, 0
1.822, 0.767, 0.195, 0.149, 0.099, 0
1.056, 1.866, -0.335, 0.211, 0.134, 0
2.385, 0.607, -0.11, 0.102, -0.053, 0
0.764, 2.766, -0.448, -0.218, -0.132, 0
0.274, 0.88, 1.883, 1.361, -0.453, 0
1.84, -0.254, 0.245, 0.153, -0.101, 0
0.259, 1.683, 1.178, 0.469, 0.0, 0
0.531, 2.018, 2.318, -0.568, -0.291, 0
1.158, 2.622, -0.362, -0.159, 0.23, 0
0.913, 2.728, -0.394, 0.492, 0.686, 0
0.552, 2.956, -0.539, 0.285, -0.144, 0
0.086, 0.308, 0.272, 0.451, -0.367, 0
0.334, 0.9, 2.589, 1.297, -0.544, 0
0.631, 2.598, 0.745, 0.409, -0.276, 0
1.149, 1.11, -0.174, -0.08, -0.047, 0
0.839, 2.26, -0.402, 0.244, 0.172, 0
1.534, 1.45, 0.538, 1.677, -0.396, 0
0.87, 2.786, 0.874, -0.276, -0.154, 0
3.47, 0.572, 0.425, -0.117, -0.062, 0
0.207, 0.799, 1.264, 2.152, -0.641, 0
0.714, 1.481, -0.358, 0.194, -0.219, 0
0.282, 1.739, 0.825, 0.329, 0.161, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
3.498, 0.468, -0.117, -0.064, -0.041, 0
2.918, 0.315, -0.926, 0.508, -0.253, 0
0.125, 0.845, 1.767, -0.737, 0.0, 0
1.022, 1.836, -0.349, 0.236, -0.167, 0
0.16, 1.022, 1.933, -0.625, -0.261, 0
0.377, 0.522, 1.817, 1.39, -0.38, 0
1.404, 2.192, -0.376, 0.249, 0.188, 0
1.115, 2.261, -0.346, 0.275, -0.156, 0
0.735, 2.461, 1.539, -0.412, -0.208, 0
-0.801, 0.884, -0.289, 0.341, -0.452, 0
0.9, 1.372, 0.327, -0.1, -0.067, 0
3.161, -0.243, 0.211, -0.086, 0.085, 0
3.218, -0.364, -0.131, 0.094, -0.072, 0
0.462, 2.139, -0.388, -0.164, -0.089, 0
0.42, 3.096, -0.604, 0.416, -0.231, 0
-0.117, -0.583, 1.747, -1.156, 0.0, 0
2.911, 0.745, -0.168, 0.264, -0.093, 0
0.539, 2.612, 0.964, 0.511, -0.192, 0
0.165, 1.198, 1.256, 0.469, -0.198, 0
0.078, 0.338, 0.465, -0.538, -1.026, 0
1.467, 0.76, -0.14, 0.107, 0.08, 0
3.183, -0.263, -0.099, -0.065, 0.057, 0
0.074, 0.373, 0.308, 0.423, 0.0, 0
0.432, 2.114, -0.426, 0.224, 0.14, 0
1.378, 1.088, 0.484, -0.126, 0.229, 0
2.725, 0.297, 0.192, 0.222, -0.084, 0
0.27, 2.773, -0.448, 0.247, 0.156, 0
2.534, 0.566, 1.554, -0.356, -0.135, 0
0.351, 2.237, 1.065, -0.617, 1.332, 0
0.404, 2.028, -0.358, -0.176, -0.096, 0
0.891, 2.921, 0.797, 0.537, 0.432, 0
3.777, 0.592, -0.136, -0.103, -0.056, 0
0.808, 3.041, -0.586, 0.621, -0.26, 0
2.239, -0.237, 0.416, 1.549, -0.453, 0
0.352, 2.01, 0.611, 0.314, -0.135, 0
0.333, 2.786, -0.486, -0.188, 0.191, 0
0.984, 2.472, -0.289, -0.149, -0.103, 0
1.363, 1.396, -0.304, -0.127, 0.073, 0
1.801, 0.853, 1.353, 0.85, 0.525, 0
2.952, 1.197, 0.43, 0.466, -0.161, 0
1.612, 2.319, -0.385, 0.22, 0.164, 0
0.29, 1.995, 1.429, 0.772, 0.0, 0
2.614, 0.392, 0.284, 0.206, -0.256, 0
1.274, 1.755, -0.254, -0.111, 0.103, 0
0.947, 1.114, 0.333, -0.101, 0.072, 0
2.267, 2.222, 0.553, 0.413, 0.214, 0
0.211, 1.402, 2.503, -0.768, -0.337, 0
2.331, 0.652, -0.107, 0.128, -0.051, 0
1.204, 1.729, -0.281, 0.175, -0.086, 0
2.582, 0.47, -0.132, -0.076, 0.119, 0
0.291, 0.678, 1.448, 2.1, -0.546, 0
2.686, -0.32, -0.113, -0.081, 0.082, 0
0.74, 3.204, -0.77, 0.383, 0.183, 0
0.56, 1.978, 0.739, 0.354, 0.2, 0
1.857, 1.077, 1.08, -0.289, 0.194, 0
1.2, 0.979, -0.232, 0.129, 0.101, 0
3.108, -0.295, -0.104, -0.073, -0.053, 0
0.21, 1.195, 1.902, -0.557, 0.0, 0
3.045, 0.721, 0.456, 0.553, -0.19, 0
0.578, 1.929, -0.437, -0.193, 0.0, 0
0.303, 1.571, 1.285, -0.488, 0.0, 0
0.229, 1.118, 1.829, -0.555, 0.0, 0
0.43, 2.541, 1.083, -0.482, 0.0, 0
0.091, 0.592, 0.613, 0.858, 0.868, 0
0.136, 0.922, 2.224, -0.738, -0.322, 0
1.569, 1.44, -0.223, 0.129, -0.079, 0
0.187, 1.129, 1.521, -0.565, -0.21, 0
1.11, 0.729, -0.13, 0.089, 0.094, 0
2.819, 0.719, 1.333, -0.26, -0.104, 0
1.657, 2.263, -0.374, 0.226, 0.161, 0
2.393, 0.336, -0.094, -0.053, 0.043, 0
0.325, 1.077, 1.168, 0.769, -0.206, 0
1.134, 1.628, 1.065, 0.4, 0.601, 0
0.146, 0.771, 1.573, 1.818, 0.0, 0
3.052, 0.359, 1.173, -0.221, -0.102, 0
0.058, 0.245, 0.368, -0.427, 0.0, 0
1.347, 2.597, -0.453, -0.2, -0.113, 0
-0.054, 0.384, 0.379, 0.525, -0.853, 0
1.084, 1.32, 0.354, -0.113, 0.077, 0
0.205, 0.629, 0.904, 1.653, -0.468, 0
2.51, 0.295, 0.176, 0.215, -0.068, 0
3.432, -0.312, 0.137, -0.075, -0.053, 0
0.344, 1.797, 2.33, -0.627, -0.283, 0
2.912, 0.359, 0.285, 0.149, -0.081, 0
0.429, 1.794, -0.342, -0.179, -0.119, 0
0.553, 2.923, -0.427, -0.215, 0.19, 0
2.662, 0.624, 0.444, 1.052, -0.295, 0
0.204, 1.772, 0.672, 0.336, 0.0, 0
2.692, 0.278, 0.123, 0.118, -0.056, 0
1.066, 2.814, -0.428, -0.202, 0.254, 0
0.899, 2.203, -0.392, -0.202, 0.25, 0
0.532, 3.369, -0.601, 0.541, 0.0, 0
2.459, 0.293, 0.129, 0.075, 0.061, 0
0.206, 1.328, 1.4, -0.406, 0.0, 0
0.266, 1.864, 0.824, 0.401, -0.174, 0
0.368, 2.197, 1.093, 0.634, -0.3, 0
1.594, 0.578, 0.174, 0.153, 0.075, 0
1.593, 0.577, 0.174, 0.153, 0.075, 0
2.56, 1.439, 0.356, 0.391, 0.324, 0
0.281, 1.518, 3.079, -0.893, -0.362, 0
1.21, 0.592, -0.232, 0.179, -0.092, 0
0.126, 0.476, 1.238, 2.343, 0.0, 0
1.509, 1.557, 0.482, 0.283, -0.169, 0
2.467, 1.238, -0.275, 0.149, 0.28, 0
2.793, 0.285, 1.283, -0.314, 0.297, 0
3.083, 0.501, -0.135, 0.102, 0.074, 0
3.629, 1.018, -0.144, -0.048, -0.042, 0
0.32, 1.062, 2.934, -0.96, -0.502, 0
0.101, 0.476, 1.097, 2.347, 0.0, 0
2.91, 0.359, 0.285, 0.149, -0.081, 0
0.22, 1.054, 2.588, -0.85, 0.0, 0
2.708, 0.925, -0.223, -0.075, -0.05, 0
0.206, 1.121, 1.296, 0.498, -0.246, 0
1.215, 1.101, -0.241, -0.082, -0.06, 0
1.977, 1.376, -0.303, 0.236, -0.094, 0
0.947, 2.345, -0.401, 0.399, 1.167, 0
0.087, 0.585, -0.67, 2.38, 0.0, 0
0.412, 1.815, 1.17, 0.509, 0.0, 0
2.697, -0.221, 0.159, 0.091, 0.078, 0
2.116, 0.488, 0.105, 0.094, -0.05, 0
0.593, 2.307, 0.632, 0.378, 0.0, 0
0.76, 2.556, -0.667, -0.221, 0.15, 0
0.582, 3.251, -0.511, 0.702, -0.25, 0
1.246, 1.017, 0.35, 0.208, 0.131, 0
1.237, 0.948, -0.251, 0.103, -0.06, 0
0.721, 1.818, 0.438, 0.264, -0.302, 0
0.127, 0.455, 1.162, 2.31, 0.0, 0
1.466, 1.585, 0.44, 1.371, -0.439, 0
0.807, 2.062, -0.51, -0.187, -0.112, 0
0.392, 1.443, 1.052, 0.423, 0.0, 0
0.174, 1.058, 2.666, -0.748, 0.448, 0
0.455, 3.902, -0.637, -0.353, -0.15, 0
0.25, 2.692, -0.599, 0.624, 1.298, 0
0.479, 3.332, -0.631, -0.292, -0.152, 0
0.264, 0.581, 0.84, -0.575, 1.967, 0
0.185, 1.098, 2.485, -0.698, -0.39, 0
0.321, 1.523, 2.036, -0.577, -0.398, 0
0.304, 1.637, 0.555, 0.261, -0.107, 0
0.403, 3.058, -0.594, 0.407, -0.189, 0
0.43, 0.597, 1.02, 2.424, -0.746, 0
2.652, 0.972, 0.252, 0.083, -0.052, 0
0.766, 2.892, -0.548, -0.239, -0.136, 0
3.183, 0.633, 0.315, 0.488, -0.181, 0
0.212, 2.228, -0.589, 0.295, 0.18, 0
0.331, 2.723, -0.524, -0.269, -0.134, 0
0.716, 1.75, 0.852, 0.226, 0.132, 0
2.327, 2.156, -0.272, -0.142, -0.084, 0
1.538, 0.562, -0.089, 0.084, 0.071, 0
0.368, 1.698, 0.81, 0.372, 0.0, 0
1.892, 1.535, -0.379, 0.186, -0.126, 0
0.349, 2.027, -0.418, -0.151, -0.091, 0
0.245, 1.677, 1.511, 0.508, 0.0, 0
0.252, 2.304, 0.993, 0.561, 0.251, 0
1.313, 1.111, -0.243, 0.106, -0.065, 0
0.165, 1.307, 1.164, 0.551, -0.211, 0
1.164, 2.083, -0.419, 0.67, -0.265, 0
0.624, 2.869, 0.842, -0.386, -0.138, 0
3.505, 1.089, 0.334, 0.296, 0.126, 0
0.233, 1.128, 2.685, -0.952, 0.0, 0
2.366, 1.188, 0.384, 1.008, -0.275, 0
0.434, 1.224, -0.374, -0.228, 0.183, 0
1.271, 2.311, -0.337, -0.152, 0.201, 0
1.091, 2.127, -0.37, 0.254, -0.152, 0
0.059, 0.251, 0.388, 0.535, 0.0, 0
3.429, 0.898, -0.182, 0.139, 0.349, 0
0.456, 1.419, 2.22, -0.713, 0.0, 0
1.998, 1.349, -0.185, -0.08, 0.104, 0
0.299, 1.503, 2.744, -0.632, 0.0, 0
3.36, 0.643, 0.342, 0.697, -0.178, 0
0.602, 2.25, -0.543, -0.199, -0.121, 0
-0.084, 0.438, 1.053, 0.0, 0.0, 0
3.13, 0.557, -0.134, 0.181, -0.065, 0
-0.504, 1.951, 0.828, -0.28, -0.175, 0
0.354, 1.769, 0.552, -0.236, -0.115, 0
1.224, 1.274, 2.311, -0.488, -0.188, 0
0.729, 3.026, -0.471, -0.192, 0.185, 0
1.519, 1.395, -0.232, 0.133, -0.081, 0
0.794, 0.514, 1.248, 2.127, -0.652, 0
0.125, 0.295, 0.459, 0.62, -0.96, 0
0.271, 1.024, 2.694, -0.854, 0.656, 0
3.164, 0.728, -0.145, 0.101, 0.054, 0
0.401, 1.813, 1.245, 0.505, -0.234, 0
-0.076, 1.072, 2.581, -0.699, 0.0, 0
1.282, 0.719, -0.128, 0.117, 0.115, 0
0.393, 1.802, -0.275, -0.123, -0.079, 0
0.674, 1.174, 1.718, 0.621, -0.205, 0
0.642, 1.871, -0.317, -0.141, 0.0, 0
0.959, 2.757, -0.421, 0.513, 0.83, 0
1.715, 1.682, 0.6, 1.275, -0.375, 0
0.237, 0.536, 0.755, 2.177, -0.769, 0
0.393, 1.749, 1.55, -0.431, -0.253, 0
2.186, 1.421, -0.367, -0.121, -0.085, 0
1.141, 2.816, -0.424, 0.33, 0.0, 0
3.056, 0.572, 1.055, -0.219, -0.093, 0
1.138, 2.163, -0.383, 0.261, -0.189, 0
3.537, 0.411, -0.117, -0.073, 0.066, 0
0.935, 2.334, -0.451, 0.253, -0.131, 0
2.639, 1.46, -0.253, 0.674, -0.25, 0
2.334, 1.326, 0.251, 0.213, -0.097, 0
3.306, 0.653, 0.313, 0.669, -0.218, 0
0.409, 3.187, -0.635, 0.427, -0.187, 0
0.336, 2.902, -0.662, 0.552, 1.028, 0
1.72, 1.719, 0.384, 0.37, 0.846, 0
0.816, 0.855, 0.197, 0.084, 0.085, 0
2.839, 1.081, 0.315, -0.237, 0.313, 0
0.635, 3.075, -0.657, 0.489, -0.19, 0
3.086, 1.188, 0.521, 0.388, 0.274, 0
0.28, 2.032, 0.499, 0.287, -0.125, 0
2.925, 0.506, -0.129, 0.137, -0.057, 0
0.811, 2.87, -0.51, -0.232, 0.388, 0
0.302, 3.129, -0.561, 0.289, 0.196, 0
1.191, 2.054, -0.432, -0.203, 0.223, 0
1.233, 1.407, 0.373, 0.184, 0.117, 0
0.389, 2.467, 0.795, 0.688, 1.2, 0
-0.316, 1.418, 1.792, -0.596, 0.561, 0
0.199, 1.424, 1.878, -0.653, -0.339, 0
0.076, 0.356, 0.355, 0.497, 1.253, 0
0.683, 1.585, 0.878, -0.395, 1.72, 0
0.702, 2.288, 1.742, -0.424, 0.243, 0
1.914, 2.572, -0.413, 0.373, -0.166, 0
0.802, 3.022, -0.647, 0.588, 0.287, 0
1.242, 1.769, -0.281, -0.362, 1.29, 0
2.377, 0.65, -0.122, -0.071, 0.047, 0
0.628, 1.575, -0.285, 0.148, -0.066, 0
0.389, 1.798, -0.414, -0.153, -0.105, 0
1.463, 1.71, 0.626, -0.171, -0.118, 0
3.067, 0.419, -0.117, 0.084, -0.054, 0
2.051, 1.306, -0.168, 0.18, -0.062, 0
2.56, -0.244, -0.113, 0.112, -0.058, 0
2.185, 0.637, -0.117, 0.104, 0.063, 0
0.807, 0.826, 1.0, -0.274, 0.0, 0
0.076, 0.254, 0.229, 0.383, -0.375, 0
0.869, 2.037, -0.464, -0.176, -0.103, 0
1.565, 0.867, 1.299, 1.041, 0.559, 0
2.216, 0.504, 0.159, 0.099, -0.089, 0
1.185, 3.289, -0.571, 0.517, -0.278, 0
0.317, 1.318, 1.996, -0.616, 0.472, 0
2.827, 0.825, 0.298, 0.257, 0.653, 0
0.3, 1.64, 2.633, -0.795, 0.0, 0
2.747, 0.745, -0.119, -0.066, 0.05, 0
-0.188, 1.167, 2.054, -0.745, -0.373, 0
0.192, 1.173, 2.29, -0.695, -0.374, 0
0.539, 2.177, 2.151, -0.598, -0.311, 0
1.257, 2.24, -0.391, 0.233, -0.237, 0
1.116, 2.458, -0.385, 0.228, -0.124, 0
1.304, 2.081, -0.348, -0.199, 0.177, 0
1.509, 1.557, 0.482, 0.283, -0.169, 0
1.902, 0.911, 0.354, 0.189, -0.293, 0
0.128, 0.5, 0.428, 1.026, 1.031, 0
0.698, 1.875, -0.351, 0.173, -0.081, 0
1.318, 2.763, -0.478, -0.173, -0.125, 0
0.259, 0.381, 0.92, 2.362, -0.833, 0
0.252, 1.139, 3.111, -0.832, 0.0, 0
1.146, 2.519, -0.43, -0.18, 0.125, 0
0.133, 0.604, 1.496, 2.193, 0.0, 0
0.389, 2.243, -0.387, 0.28, -0.114, 0
2.915, 0.596, 0.294, -0.075, 0.066, 0
0.354, 2.077, 1.173, -0.609, 1.314, 0
1.988, 0.97, 0.184, 0.141, 0.128, 0
0.659, 1.461, 1.744, 0.666, -0.268, 0
2.431, 0.278, 0.102, 0.083, 0.086, 0
2.53, -0.211, 0.213, 0.152, -0.058, 0
0.773, 3.556, -0.662, -0.25, -0.14, 0
1.123, 2.281, -0.331, 0.287, -0.174, 0
0.864, 2.73, -0.456, -0.199, -0.122, 0
0.494, 1.763, 1.245, 0.454, -0.188, 0
0.982, 2.136, -0.403, -0.151, -0.105, 0
1.071, 2.521, -0.346, -0.152, -0.208, 0
1.894, 0.463, 0.43, 0.257, 0.292, 0
0.307, 2.799, 0.713, 0.388, -0.305, 0
3.009, 0.349, 1.192, -0.276, -0.115, 0
1.04, 0.784, -0.154, 0.067, 0.0, 0
2.474, 0.334, 0.207, 0.208, -0.063, 0
0.647, 0.483, 0.776, 1.912, -0.599, 0
3.137, 1.237, -0.209, 0.443, -0.148, 0
0.266, 1.875, 1.111, 0.837, -0.38, 0
3.078, 0.339, 0.199, 0.211, -0.089, 0
-0.202, 2.328, 0.991, 0.592, 0.0, 0
0.907, 1.536, -0.369, -0.114, 0.0, 0
0.907, 1.536, 0.369, 0.114, 0.0, 0
-1.046, -1.081, -0.35, -0.149, -0.126, 0
0.137, 0.894, 2.211, -0.765, 0.0, 0
0.608, 3.531, -0.689, 0.293, -0.151, 0
1.633, 1.148, 0.444, -0.309, 1.274, 0
3.229, 0.401, 0.451, 0.717, -0.291, 0
0.242, 0.859, 2.259, -0.688, 0.0, 0
3.154, 0.61, -0.149, -0.08, -0.049, 0
0.267, 1.123, 1.753, -0.485, -0.25, 0
0.193, 1.147, 1.688, -0.523, -0.188, 0
0.637, 3.102, -0.465, -0.27, -0.21, 0
2.841, 0.346, 0.273, 0.154, -0.079, 0
0.253, 1.317, 1.506, -0.454, -0.214, 0
2.815, 0.989, 0.485, 0.537, 0.408, 0
2.772, -0.26, -0.115, -0.086, 0.134, 0
0.413, 1.597, 2.578, -0.55, -0.304, 0
0.738, 1.981, -0.297, 0.193, -0.118, 0
0.418, 2.521, -0.509, 0.42, -0.151, 0
1.462, 1.329, 0.322, -0.099, 0.112, 0
2.342, 0.498, 0.256, 0.1, 0.076, 0
2.217, -0.195, 0.139, 0.103, 0.09, 0
1.237, 1.274, -0.234, -0.1, -0.061, 0
0.385, 2.497, 0.684, 0.532, -0.406, 0
1.203, 1.319, 0.321, 0.196, 0.163, 0
1.846, 0.267, -0.077, 0.09, -0.08, 0
1.518, 1.187, 0.444, 0.248, -0.18, 0
1.284, 2.927, -0.485, -0.241, -0.213, 0
0.44, 1.846, 0.747, 0.244, 0.124, 0
0.625, 2.31, -0.523, -0.207, -0.101, 0
0.14, 0.847, 2.251, -0.703, -0.562, 0
0.479, 2.219, 2.076, -0.524, -0.247, 0
2.877, 0.52, -0.129, 0.13, -0.057, 0
1.814, 1.24, -0.234, 0.129, 0.093, 0
0.981, 2.208, 0.604, 1.5, -0.439, 0
0.639, 2.884, 0.871, -0.377, -0.143, 0
1.909, 1.432, 0.26, 0.129, -0.074, 0
0.336, 1.536, 2.01, -0.623, -0.394, 0
0.598, 1.798, 0.479, -0.177, 0.0, 0
0.929, 2.558, -0.44, -0.369, 0.716, 0
0.484, 2.633, 0.917, -0.305, 0.163, 0
0.608, 1.52, -0.344, -0.129, -0.074, 0
0.66, 1.695, 0.99, 0.264, 0.15, 0
